user_id,user_login,user_name,roles
1393800,deevlish,,"identifier,observer"
753571,delbachert,Delmar W. Bachert,"identifier,observer"
3697264,demons1312,Шильников Дмитрий Сергеевич,"identifier,observer"
255865,dendroma,Dendroma,identifier
1511062,derek_tribble,Derek Tribble,identifier
323930,derekcraig,Derek Craig,"annotator,identifier,observer"
3521496,derpaul,Paul Steinhauer,identifier
7768047,descanyonsauxetoiles,,identifier
6154204,det_met,Detlev Metzing,"identifier,observer"
8802414,dfhenderson,Dominic Henderson,"identifier,observer"
205071,dgclaro,David Claro,"identifier,observer"
6645961,dgomes,Daniel Gomes Expósito,"annotator,identifier,observer"
5294061,dgwdoesthings,Deniz Wilson,identifier
7455184,dhasdf,,"annotator,identifier,observer"
119712,dhutch,David Hutchinson,identifier
9279846,di_todd,Di Todd,"identifier,observer"
505664,dianalynn1,dL thompson,identifier
7448644,diariodelguardaparque,Manuel Alejandro Henríquez,identifier
612949,diegoalmendras,Diego Almendras,"curator,identifier,observer"
1742792,diegoeseolivera,DiegoEseO,identifier
2521002,dieter_scriba,Dieter Scriba,identifier
4956821,dinkygal,,"identifier,observer"
2518700,dinofelis,Warren Lewis,"annotator,identifier,observer"
1550033,diogoribeiro,Diogo Ribeiro,identifier
5556630,dirkm,Dirk Mezger,identifier
6435844,dirtyicecream,,identifier
2750876,dj_maple,Dion Maple,identifier
6525817,djgray,Deborah Gray,"identifier,observer"
220315,djm,D.J. McNeil,"identifier,observer"
6966317,djuprot_utforskaren,Annie A.,"annotator,identifier"
5158201,dmitry97,dmitry tretjakov,identifier
4553434,dnl_biodisperso,Daniel Rabanal Flores,identifier
7092185,dogredrum,,"identifier,observer"
5380121,dogwoodvalley,,identifier
758243,doju,Daniel J. Layton,"identifier,observer"
5842237,dominik_richter,Dominik Richter,"identifier,observer"
8805424,dominiksimakowski,Dominik Simakowski,"identifier,observer"
740700,dominiquebayne,Dominique,identifier
1891727,donalddavesne,Donald Davesne,"curator,identifier,observer"
1813485,donlubin,,identifier
6290741,donnke0821,,identifier
8472305,donoso2112,Evan,"identifier,observer"
4504258,dontfencemein,,"annotator,identifier,observer"
3597488,doro64,,identifier
2366151,douch,James K. Douch,"annotator,curator,identifier,observer"
3617394,dougbrown,,identifier
2118269,douggoldman,Douglas Goldman,identifier
4443033,dperezprieto,David Pérez Prieto,"identifier,observer"
3963281,dr_dj_king,D. J. King,"identifier,observer"
6619361,dr_taupin,Maël Taupin,"identifier,observer"
9406417,draculavampira,,"identifier,observer"
7188764,drecksspatz,,identifier
3218184,drepanispacifica,,identifier
5851486,drew_mcnaughton,,"identifier,observer"
3937945,drew_meyer,Drew Meyer,"identifier,observer"
5659552,dtaylorforester,Dylan Taylor,identifier
3042,duarte,Duarte Frade,"curator,identifier"
4174893,ducco,,identifier
933540,duch,Michal Ducháček,identifier
5331962,dulagarl,,"identifier,observer"
4960246,dum1,,identifier
4040045,dumplingbug,,identifier
1019332,dunawayb96,Brady S. Dunaway,"identifier,observer"
5138026,dustin777,Dustin Snider,identifier
1455977,dustinarachnophile,Dustin Edmundson,identifier
6108653,dustinsummer,Dustin Smith,"identifier,observer"
627819,dziomber,Derek Ziomber,"identifier,observer"
6583306,dzt,Daniel Tiong,identifier
9119098,dzungumurungu,,identifier
6545386,e_s_t_h_e_r,Esther,identifier
3880468,eamonn_c,Eamonn Culhane,identifier
507683,earley_bird,Nathan Earley,"curator,identifier,observer"
1565809,echughes,Emily,identifier
1543198,ecoscinat,Ecologia e Scienze Naturali,identifier
2761478,ed180,Ed Carter,"identifier,observer"
146435,eddibisulli,Eddi Bisulli,identifier
129261,edgardomc,Edgardo,identifier
79246,edgarsalmeronbarrera,Edgar Salmerón Barrera,"identifier,observer"
1852407,edhyman,Edhy Man,"identifier,observer"
2053130,edropkin,Ethan Dropkin,"identifier,observer"
741140,eduard_garin,Eduard Garin,"identifier,observer"
136683,eduardo_chacon,Eduardo Chacón Madrigal,"curator,identifier"
7629060,eduardodalabeneta,Eduardo Dalabeneta,identifier
1882959,edulg,Eduard López-Guillén,"annotator,identifier"
3861704,edwardcope,Edward Cope,"curator,identifier,observer"
57970,edwilson,Ed Wilson,identifier
5133060,edwingro,Edwin,identifier
4967366,eec2022,eec,identifier
447741,eel_program,EEL Program,"identifier,observer"
5187654,efernandezpascual,Eduardo Fernández Pascual,identifier
7601845,eglairbird,Ethan,identifier
5438377,eh111,Ellis Halgren,"identifier,observer"
6273589,ehappy,,identifier
5893939,ehbevan,Ezekiel Herrera-Bevan,"identifier,observer"
4695726,eitel,Eitel Carlos Thielemann Pinto,"identifier,observer"
7440030,ej_ej,Eugene (EJ),identifier
696204,elacroix-carignan,Étienne Lacroix-Carignan,identifier
3194247,elias105,Elias,"identifier,observer"
3629646,elinorscottlestera,Elinor Scott-lester,"identifier,observer"
6605790,elisabetta-1959,,"identifier,observer"
199009,elisateixeirae,Elisa Teixeira,identifier
668735,elizabethgandy,Elizabeth Gandy,"curator,identifier,observer"
3983767,elizabethhatfield,,identifier
1585824,eloraa,Elora,"curator,identifier,observer"
250566,else,,"curator,identifier"
2599143,em_lamond,Em Lamond,"identifier,observer"
531998,emarchante,Elizabete Marchante,identifier
628,emburns,Emily Burns,"identifier,observer"
545680,emerlee,Emily Franzen,identifier
10562285,emily_montrond,Emily Montrond,"identifier,observer"
84804,emily_r,Emily Roberts,"identifier,observer"
3930629,emilyscherer,Emily Scherer,identifier
6994717,eml23,,annotator
8223386,emmaseppala,Emma Seppälä,identifier
6382655,emmeownow,Emily Witt,identifier
1596191,emmett_24,Emmett Magnus Kearns,"identifier,observer"
773414,enkidoo,,"identifier,observer"
7643086,epifighter,Stefan,"annotator,identifier,observer"
5347031,epiphyte78,,identifier
1035011,epiphytehsu,Rebecca Hsu,observer
57929,epitree,Maurice,"identifier,observer"
192963,er1kksen,Erik Danielsen,"identifier,observer"
1660725,eralverson,Ed Alverson,identifier
32654,eraskin,Evan M. Raskin,"curator,identifier,observer"
237801,eric_v,Eric Verna,identifier
608757,erickaceae_98,Erick Vélez Sánchez,identifier
2819263,ericksonsmith,Erickson Smith,"identifier,observer"
2592658,ericoid,Eric Lombardo,"annotator,identifier,observer"
64568,ericpo1,Eric M Powell,"curator,identifier"
777230,ericvandenberghe,Eric van den Berghe,"identifier,observer"
12158,erikamitchell,Erika Mitchell,"identifier,observer"
39713,erwin_pteridophilos,Erwin Gruber,"identifier,observer"
9559413,erykl,,observer
2756179,esdena,,"annotator,identifier,observer"
5500560,esebaiertass,,"identifier,observer"
3996644,esgud,,identifier
1772457,eshilland,Ewan Shilland,"identifier,observer"
2404803,esummerbell,Emily Summerbell,identifier
267639,etantrah,Nate Hartley,"curator,identifier,observer"
9002858,etylege,Elphège Budzinski,"identifier,observer"
1490974,eullstrom,Eva Ullström,"identifier,observer"
9150536,eva18593,Éva Kovács,identifier
5321496,eva_b_s,,identifier
172638,evan8,Evan Barker,"identifier,observer"
8815,evergreengirl,T Lasswell,identifier
6545995,evgeniy_57,,"identifier,observer"
300689,ewrunn1ng,Eric Running,"identifier,observer"
3802382,eyekosaeder,Hannes,"curator,identifier"
4413254,eywaa,Eva,"identifier,observer"
8787380,ezesuarez,,"identifier,observer"
6350056,f_clamote,Francisco Clamote,identifier
3402082,f_s,Francesco Santoro,"annotator,identifier,observer"
3958711,faas_beni,Benedikt Faas,identifier
5052586,fabian_battiege,Fabian Battiege,identifier
6936763,fabienneh,Fabienne H,identifier
407101,fabiobertaccini,Fabio,"identifier,observer"
775114,fabiola_diaz_m,,identifier
446108,fabiomologni,Fabio Mologni,"identifier,observer"
7170129,fabricio-op,fabricio-op,identifier
6648289,facucara,Facundo Caraballo,observer
430617,falko,,identifier
3771288,faluke,,identifier
32763,farinosa,Lew Stringer,"curator,identifier"
2942920,fchieffo,Facundo Chieffo,"curator,identifier,observer"
10738,fdouglasmartin,F. Douglas Martin,observer
5052209,felipao_tropical,F,"curator,identifier,observer"
6414461,felipe803,Felipe Rodríguez Arvelo,"identifier,observer"
1343598,feliscatus18,Amalia Estrada,identifier
4178347,felix-nicholls,Felix Nicholls,identifier
1374169,felix_riegel,Felix Riegel,identifier
1381828,ferengetti,Fernando Rocha,"identifier,observer"
57693,fergus,Alex Fergus,"identifier,observer"
4377775,fermin_y_ana,,"annotator,identifier"
5767393,fermoran44,Fernando Morán Martín,"identifier,observer"
39823,fernandoreyes,Fernando Reyes,"identifier,observer"
1641700,fernslu,fernslu九妹,identifier
4393495,ffion_atkinson,Ffion Atkinson,"identifier,observer"
6724855,ffnaturalist,,identifier
1515697,filipverloove,,identifier
6364989,finnfk,Finlay F. K. Thorpe,"identifier,observer"
20518,finrod,Stefano Doglio,"annotator,curator,identifier,observer"
2524027,fitomorfolog_t,,identifier
9173,florabonariensis,,"identifier,observer"
2991278,florarium,florarium,identifier
2014972,flores-palacios,Alejandro Flores-Palacios,"identifier,observer"
3909390,florida_flora,Noah Stefanik,"identifier,observer"
5284514,floris_heemskerk,,"identifier,observer"
4128246,floroortizcontreras,Floro Ortiz Contreras,"identifier,observer"
6256119,flukee,Filip Żuchowski,identifier
3761126,fmcghee,Finn McGhee,"identifier,observer"
4223647,forestseasons,forestseasons,"identifier,observer"
8121762,forrest00,Tommy Forrest,identifier
831498,foxandcubs,,"identifier,observer"
8561164,francisca_luna,francisca luna abarca miranda,"identifier,observer"
1333249,franciscovelasquez,Francisco Velásquez,"identifier,observer"
2624513,franckcurk,Franck Curk,"identifier,observer"
708000,frank103,Frank Sengpiel,"identifier,observer"
2886668,frank375,Frank Walther,"identifier,observer"
1385555,frank_arroyo,Frank Arroyo,"curator,identifier"
1620186,frankashwood,Frank Ashwood,"identifier,observer"
3830885,frankdoubleyou,,"identifier,observer"
964743,franpfer,Frances,"identifier,observer"
5198332,frasoeur,Fraser,identifier
4735451,frebirding,Filip,"identifier,observer"
9717963,frederikl98,,"identifier,observer"
8726901,fredwm,Fred Moritz,identifier
7190382,friend1047,,"identifier,observer"
5231239,frondsinhighplaces,Timothy McNitt,identifier
3719659,frontyardscientist,Loïc Mathieu,"annotator,identifier"
8877296,fsh_stks,FSH,identifier
9339033,fts1x1905,,identifier
5415372,fubberpish,Sam,"identifier,observer"
147259,fuligogirl,Liadan Dickie,"annotator,curator,identifier"
252646,fynbosphil,Phil McLean,identifier
5465780,gabrielcguerra,Gabriel C. Guerra,"identifier,observer"
1367486,gabrieldaniels,Gabriel Daniels,"identifier,observer"
1591925,gabriele_lagrasta,Gabriele La Grasta,identifier
4639099,gabrielfernandes_,Gabriel Fernandes,identifier
8785103,gabrielpm_12,gabriel pajuelo_majure,identifier
1860484,gabrieltojo,Gabriel Tojo Suárez,"identifier,observer"
1234247,gaertnerneuwirth,Stefan Neuwirth,identifier
868689,galanhsnu,galanhsnu,"curator,identifier"
7135271,galaxirose,Sarah Zahorchak,identifier
8044012,galicia_juarez,Galicia Juarez Maleny,"identifier,observer"
3150286,galpinmd,,identifier
2491793,gareth_bain,Gareth Bain,"identifier,observer"
8323051,gary65428,Gary Conroy,identifier
24898,garyrogers98031,Gary Rogers,"identifier,observer"
8376951,gavin02,Gavin McClellan,identifier
3462244,gediminasumbrasas,Gediminas Umbrasas,"identifier,observer"
2183479,gen_ok,Gennadiy Okatov,"identifier,observer"
7095569,geneglover,,"identifier,observer"
772236,geoffnichols,Geoff Nichols,identifier
1365574,geoffpz,,"identifier,observer"
1075602,geographerdave,David Anderson,"annotator,identifier,observer"
4131838,george_seagull,,identifier
4505283,georgelusty,georgelusty,identifier
9685966,georges95091,Georges Olioso,identifier
2644633,georgetelehin,,"identifier,observer"
2435454,georgiano,,identifier
7201450,georgsh,Georg S. Haindrich,identifier
5306777,gerardbertrand,,identifier
1922575,gerrit_oehm,Gerrit Öhm,"curator,identifier,observer"
4094119,gerryfirkins,GerryF,identifier
7377105,gerunstaldio,,"identifier,observer"
7826904,ggalliver,,annotator
398554,gghernan,Gabriela,identifier
2032840,ghostburglar,,identifier
8376035,giacomonavari,Giacomo Navari,"identifier,observer"
266351,giancarlo_torre,,"identifier,observer"
1644132,giedr5,Giedrė Kmitienė,"identifier,observer"
6114828,gijsroaming,Gijs Romijn,identifier
1810271,gill_ryenats,,identifier
1791950,gillydilly,Becky Dill,identifier
5816138,gingerbot,,annotator
4434972,giorginatsvlishvili,Giorgi Natsvlishvili,identifier
652298,giselle9,Giselle Blythe,"identifier,observer"
180866,giunchi,carla corazza,"identifier,observer"
7662797,gkas,Gerwin Kasperek,"annotator,identifier,observer"
918064,glendamendieta,Glenda Mendieta,"identifier,observer"
58596,glenn-nz,Glenn Stewart,identifier
139187,glezah,Heriberto Ávila-González,"identifier,observer"
2100979,glosterbirder,Mike King,"identifier,observer"
215858,glutick,,identifier
1110148,gomyranov,Ilya Gomyranov,"identifier,observer"
27355,gonzalezii,Miguel González Botello,"curator,identifier"
3813240,goosiaczek,Małgorzata Śliż,"annotator,curator,identifier"
4449291,gordonhogenson,Gordon Hogenson,identifier
1447401,gortegasolis,Gabriel Ortega-Solis,observer
4620509,gpsabino,Gabriel Pavan Sabino,"identifier,observer"
748380,graham_g,,identifier
7939273,grampianshiker,,identifier
604991,granitkid,,"identifier,observer"
604156,granito,José María,"identifier,observer"
1467548,gray_the_scientist,Graydon W. Prosser - Hidalgo,"identifier,observer"
17695,graysquirrel,Krissa Klein,"curator,identifier,observer"
2821466,grazing,Sean Grasing,identifier
300606,greenbottleblue,Sarah Lou H,identifier
4071792,greenmanonpark,Harry Hill,identifier
3161,greenrosettas,Chris Cook,"identifier,observer"
5004973,greghadley1,,"identifier,observer"
59308,gregs,,"identifier,observer"
1809954,gregtasney,Greg Tasney,identifier
3104277,gretavalvonyte,Greta Valvonytė-Kazlauskė,"identifier,observer"
6897251,greyheron325,Sean Whelan,identifier
233276,greywhalen,Matt Whalen,"identifier,observer"
2987037,grigorenko,,identifier
7753881,grimmoire,Claude ૐ,identifier
3831969,grinnin,,"identifier,observer"
41234,grnleaf,Leah Gardner,"curator,identifier"
742419,grzegorz_grzejszczak,Grzegorz Grzejszczak,identifier
3330863,gstaples,,identifier
706931,gtaseski,Guy Taseski,identifier
2498870,guido_mathieu,Guido Mathieu,"curator,identifier"
3209456,guillaume_delaitre,Guillaume Delaitre,"annotator,identifier"
1279977,guillaume_leotard,Guillaume Léotard,identifier
3853,guillermohsosa-tovar,Guillermo H. Sosa-Tovar,"identifier,observer"
648584,gumnut,Alan Melville,"identifier,observer"
3916396,gunes_bodur,Güneş Bodur,"identifier,observer"
3674711,gusbarksdale,Gus Barksdale,"identifier,observer"
6212725,gustaf1,Gustaf Fredell,"curator,identifier,observer"
2340577,guynaturalist,Avery Hansen,"identifier,observer"
4414418,guywallbanks,,identifier
14812,gwark,M. Goff,"identifier,observer"
432977,gwheelereb,Gregory Wheeler,"identifier,observer"
289145,gwynethgovers,Gwyneth Govers,"curator,identifier"
8901018,gypbarb,gypbarb,"identifier,observer"
5956636,gz_uol,Gerhard Zotz,"annotator,identifier,observer"
4005645,h_rogers,Hannah Rogers,"identifier,observer"
1083172,habercrombie,Hope Abercrombie,"identifier,observer"
9490598,haemanthus23,haemanthus,identifier
5124398,hai_dee,Heidi Newton,"identifier,observer"
6240337,hakkahamushi,,identifier
6929833,halchar42,Hal Charney,identifier
4897755,hamish2021,Hamish Ogle,identifier
1525890,hamishmaule1,Hamish Maule,"identifier,observer"
3358736,hammilha,Hunter Hammil,identifier
1230635,haniristiawan,Hani Ristiawan,"identifier,observer"
5149795,hanna2402,Hanna Schmitz,identifier
3996704,hannahhill,,identifier
4400579,hanno_schaefer,Hanno Schaefer,identifier
3835893,happygolucky_mel,Mel,"identifier,observer"
3590849,harrinygren,Harri Nygren,identifier
4360636,harriseli195,Eli S. Harris,"curator,identifier"
6367941,harrychink,,identifier
4137532,hartkerius,Christof Nikolaus Schröder,"identifier,observer"
8721243,hatteraz,Aloïs Revéret,identifier
3592508,hatwise,Mark Clarke,"identifier,observer"
573230,hawaiianbuffalo,Sebastian,"identifier,observer"
51931,hawnzd,Zach Hawn,"identifier,observer"
2937364,haydenj,Hayden Jones,"identifier,observer"
8007917,haydenlabrier,,"identifier,observer"
6326166,hcoste,,"annotator,curator,identifier"
5952131,hcsc97,,"identifier,observer"
4168627,hector_ibacan,Héctor Ibáñez Cantero,identifier
5267954,hector_montero,Hector Montero,observer
7810666,hector_yeuse,Hector_Yeuse,"identifier,observer"
3165452,heehaw,Adam Grubb,identifier
6568483,helena514,Helena Einzmann,"identifier,observer"
3587744,helenwaterman,Helen Waterman,"identifier,observer"
6994447,henning91,Henning Karger,identifier
5116409,henrikas_b,,"identifier,observer"
5231230,henryahh,Henry Hart,identifier
5526036,henrymillerplants,Henry Miller,"identifier,observer"
5164923,hercynicus,Leonard Schmalhaus,identifier
2039940,heritagefutures,Dirk HR Spennemann,"annotator,identifier,observer"
326463,hermann_bojorquez,Hermann Bojórquez,"identifier,observer"
767190,herpmf,Adam Pierce,"identifier,observer"
8945455,hestonbrocklehurst,,identifier
510442,hfb,Heather Fulton-Bennett,"curator,identifier"
383952,hgromero,Hugo Romero-Saltos,"identifier,observer"
1109638,hikuta,Nikita Tiunov,"identifier,observer"
9063070,hkellner,,identifier
44783,hkibak,Henrik Kibak,"identifier,observer"
8340704,hobbyistwv,Andrew,"identifier,observer"
8809779,hoferant,Anton Hofer,identifier
2031829,hoganajjg,Andrew Hogan,identifier
3906110,holdencaul,,identifier
2676267,holfusc,,observer
2413764,hommenaturemons,,identifier
2297922,hootinghoopoe,Africa Gomez,identifier
5250157,hornad,,identifier
5415587,hroberts03,Hayden Roberts,identifier
1312380,hrosenswdpi,Harry Rose,identifier
4476342,hrubbo,,"identifier,observer"
1741810,hsug1747,,"annotator,identifier,observer"
2925656,hubbeling,,"identifier,observer"
1031873,hubertszcz,Hubert Szczygieł,"curator,identifier"
5129707,hugo_innes,Hugo Innes,identifier
2460328,hugs_af,Hugo Afonso,"identifier,observer"
19823,human_ecologist,Cory Whitney,"identifier,observer"
5408214,humblerootsdrew,Andrew Merritt,identifier
1535071,humboldt1769,,identifier
3359010,hunter196,Hunter Groce,identifier
7677561,hunter_steeves2,Hunter Steeves,"identifier,observer"
4947477,huntybunty,Hunter Jackson,identifier
19283,huracan,Neptalí Ramírez Marcial,"curator,identifier"
9354405,hustfgithubio,,identifier
5600476,hypochaeris,,identifier
3135146,iacomaner,,"identifier,observer"
121143,iain_darbyshire,Iain Darbyshire,"curator,identifier"
112785,iamscientistsam,Sam,identifier
4329113,ian_white,Ian M. White,"identifier,observer"
4849812,iancastle,IanCastle,identifier
408815,iancruickshank,Ian Cruickshank,"identifier,observer"
80375,ianoftawa,Ian Armitage,"identifier,observer"
929174,ianshelburne,Ian Shelburne,identifier
2037698,icbraza,Icbraza,annotator
7219762,ice_cube79,,"annotator,identifier,observer"
370284,idlegrraphics,R.E.Llanos,"curator,identifier"
7993706,ifast,Isaac Fast,"identifier,observer"
2435044,igor_kuzmin,Igor Kuzmin,identifier
6289901,ilsignorvega,,"identifier,observer"
5476190,ilya_rudenko,Илья Руденко,identifier
5644050,ina83,Ina Gilberg,identifier
2776628,inactive_user,temporarily inactive user,identifier
2470933,inao_vasquez,Inao Vasquez,identifier
785998,inatural156,inatural156,identifier
6209309,indymarshall,Indy Marshall,identifier
8866720,ineko,,"identifier,observer"
56961,ines-nz,Ines Schoenberger,identifier
6109321,ingebeck,,"identifier,observer"
8732716,insertjente,Owen Unger,identifier
6098717,insulinde,Dave L.,annotator
6565644,insulindian_phasmid,River,"curator,identifier"
2465059,invertebratist,Saryu Mae 前 朝琉,"curator,identifier,observer"
7516384,iojeajimenez,,identifier
1728423,ionasan,Iona,identifier
4323621,iperezlorenzo,Iván Pérez,identifier
116788,isaac_krone,Isaac Krone,"identifier,observer"
4802288,isabel_mujica,Isabel Mujica,"identifier,observer"
4802558,isabel_mujica_p,Isabel Mujica P,identifier
2529729,isaiahfindley,Isaiah Findley,"identifier,observer"
6468402,ismaelfp,Ismael Ferreira Palomo,identifier
384954,italopithecus,Valerio Lazzeri,"curator,identifier"
1330037,izakschoon,,identifier
341978,izumin,,"identifier,observer"
780671,izybel,isabel cochran,"identifier,observer"
5131675,izzybelleg,Izzy,identifier
4514874,j-tfql3bs5,,"identifier,observer"
472267,j_appleget,,identifier
5019726,j_orfao,Josué Orfão,"annotator,curator,identifier,observer"
9603261,jabb_er,,"identifier,observer"
7192857,jack12347,,"annotator,identifier,observer"
121831,jack4,Jack Warden,"identifier,observer"
5304363,jack_from_ontario,Jack,"identifier,observer"
2711126,jackcadwell,Jack Cadwell,"identifier,observer"
401076,jackie-k,,"identifier,observer"
4549783,jackielo3,,"identifier,observer"
3587396,jackiemiles,,"annotator,identifier,observer"
906579,jacob62,Jacob A. Varney,identifier
8768907,jacobkorte,,"identifier,observer"
4901361,jacobsullivan4118,Jacob Sullivan,identifier
2138631,jacquelinehoppenreijs,,"identifier,observer"
9957,jacquesmerwe923,Jacques van der Merwe,"identifier,observer"
58314,jacqui-nz,Jacqui Geux,"annotator,identifier,observer"
23685,jadelovesnature,Jade Chapman,identifier
676977,jaheymans,Joseph Heymans,identifier
2433428,jaimebraschi,,"identifier,observer"
4428883,jake_linklater,Jake Linklater,"identifier,observer"
5643,jakob,Jakob Fahr,"curator,identifier"
2061873,jakob_neuen,Jakob Neuenschwander,identifier
200221,jamelamoroso,Jame,"annotator,identifier,observer"
6497664,james2951,James Reinert,"identifier,observer"
7890090,james_byrne4,James Byrne,"identifier,observer"
684070,james_deacon,James Deacon,identifier
2560549,jamesbevan,James Bevan,identifier
4650372,jamie-aa,jamie-aa,"annotator,identifier,observer"
6157530,jamie__g,Jamie Glessal,identifier
5217573,jamie_fenneman,,identifier
5572612,jan_sale,Jan Šalé,annotator
4333443,jandsluckenbill,jandsluckenbill,"identifier,observer"
14264,jane_c,Jane Capozzelli,"identifier,observer"
57762,janegosden,Jane Gosden,"identifier,observer"
56162,janetwright,Janet Wright,"curator,identifier"
2570749,janine94,Janine McNeilly,"identifier,observer"
179567,janmar,Jean-Marie Frenoux,identifier
435,jansmith,Jan Smith,identifier
4515228,jaraverdewildlife,JaraverdeWildlife,"identifier,observer"
1590769,jasen_liu,Jasen Liu,"identifier,observer"
5177899,jasmin_mossy,,"identifier,observer"
6292255,jasmin_reh,Jasmin Rehrmbacher,"identifier,observer"
520564,jason_cantley_sfsu,Jason Cantley,identifier
499708,jasonheadley,Jason Headley,"identifier,observer"
2567033,jasonhernandez74,Jason Hernandez,"curator,identifier,observer"
186163,jasonrgrant,Jason Grant,"curator,identifier"
4020919,jasper_kibblewhite,Jasper,identifier
3895970,javier_cv,Javier Calvo Vázquez,identifier
4011659,jay_dot_,,"identifier,observer"
2130004,jay_rush,James Rush,"identifier,observer"
1367410,jayhorn,Jay Horn,identifier
6511242,jayjt,,"identifier,observer"
4117689,jazzyinthewild,jazzyinthewild,identifier
9644911,jb_fr,,"annotator,identifier,observer"
2041339,jbindernagel,Jack Bindernagel,"identifier,observer"
2163815,jca_2101,,identifier
3948588,jcfrancis,Jenny Francis,"identifier,observer"
6412932,jddahms,,"identifier,observer"
58248,jdenyer,James Denyer,"identifier,observer"
3456454,jderengoski,Joseane Derengoski,"identifier,observer"
366525,jean-francois_olivier,Jean-François Olivier,"identifier,observer"
8066067,jeanne2reviers,Jeanne de Reviers,"identifier,observer"
2131252,jeanphilippeb,Jean-Philippe BASUYAUX,"identifier,observer"
6555105,jecmanatee,Jen,"identifier,observer"
3081415,jeffdc,Jeff Clark,identifier
450483,jeffreyleeisanaturalist,Jeffrey Lee (he/him/his),identifier
665120,jeffwilson2,Jeff Wilson,"identifier,observer"
1145585,jefvandycke,Jef Van Dycke,"identifier,observer"
200629,jenny_apple,Jenny Apple,"identifier,observer"
1896818,jennykirkpatrick,Jenny Kirkpatrick,identifier
9133795,jenpittam,,identifier
2041659,jensu,Jens Ullenius,"curator,identifier"
57797,jeremy_rolfe,Jeremy Rolfe,"curator,identifier,observer"
849813,jeremygilmore,Jeremy Gilmore,"curator,identifier"
4863806,jerome157,Jerome Koh,"identifier,observer"
1803155,jess_peart,,"identifier,observer"
458275,jessbee,Jess Beauchemin,"identifier,observer"
58570,jesse_bythell,,"identifier,observer"
8606688,jessica39726,Jessica Vidal,"identifier,observer"
5864018,jesusgongom,,identifier
3638742,jf920,,"identifier,observer"
5344971,jggbrown,,"annotator,identifier"
5977380,jgrandson,JGrandson,identifier
2615133,jhall3387,Joshua Hall,identifier
1379930,jhalsey,Jack Halsey,"identifier,observer"
384930,jhbratton,John H. Bratton,identifier
35699,jhjfwbr,Morgentor / Morning Gate,identifier
6472568,jillfray,,"identifier,observer"
2094499,jim_keesling,,identifier
1401152,jimbobo,James Peake,identifier
459807,jimfromthesticks,Jim Vanderhorst,"identifier,observer"
8208360,jimmex,Jim,"identifier,observer"
7101818,jimmy_plinco,Jimmy Haines,identifier
1219746,jimstasz,Birder20714,"identifier,observer"
98904,jimw3,James K. Wetterer,identifier
4771737,jjdeharo,Juan José de Haro,identifier
5639500,jjelen,John Jelen,"identifier,observer"
9877282,jlemos,Julia Lemos,"annotator,identifier"
3748278,jmarth,,"identifier,observer"
534826,jmgrinde,John Magne Grindeland,identifier
8127141,jmiguelmoreira,José Moreira,"identifier,observer"
6215552,jmli,,identifier
296408,jmounger,Jeannie Mounger,identifier
3295956,jmvanel,Jean-Marc Vanel,"identifier,observer"
5483125,joana_freire,Joana Freire,observer
4489775,joanperepascual,Joan Pere Pascual-Díaz,identifier
6976363,joaomribeiro,Jp Ribeiro,"identifier,observer"
1355499,joaotiagotavares,Joao Tiago Tavares,identifier
1415857,jodyhsieh,JODY HSIEH,identifier
727377,joedillon,Joe Dillon,"annotator,identifier,observer"
4280081,joel_demeritt,Joel DeMeritt,"identifier,observer"
1215480,joelgr,Joel Galván,"identifier,observer"
349183,joemdo,Joe MDO,"curator,identifier,observer"
58340,joepb,Joe Potter Butler,"identifier,observer"
1420389,joescience1,,"identifier,observer"
370917,joeysantore,Joey Santore,"curator,identifier,observer"
7793834,johan_n,,identifier
760859,johanbaard,,identifier
5112297,johann_macedo,Johann Macedo,identifier
5092232,johannes_merz,Johannes Merz,identifier
3911320,johanni,,identifier
4526984,joherlo,Jorge Hernández López,identifier
4126754,john-p-martin,John P Martin,identifier
5395559,john_baines,John Baines,"annotator,identifier,observer"
57756,john_barkla,John Barkla,"annotator,identifier,observer"
203683,john_baur,John Baur,"identifier,observer"
59045,john_early,,identifier
58591,johnb-nz,John B,"curator,identifier"
177047,johnbotany,,identifier
459348,johndreynolds,John D Reynolds,"identifier,observer"
121474,johnflower,John Flower,"identifier,observer"
1378773,johngibson139,John Kenrick Gibson,"curator,identifier,observer"
2922027,johnloehr,John Loehr,"identifier,observer"
3895681,johnlyden,John Lyden,"identifier,observer"
1778592,johnmctague,John McTague,identifier
58945,johnsteel,John Steel,"identifier,observer"
59290,johnvandenhoeven,John van den Hoeven,identifier
3962834,johnygarden,João Jardim,"identifier,observer"
1905598,johnzydowicz,John Zydowicz,"identifier,observer"
5829886,jokerrr83,Ondřej Křivan,identifier
7327328,joknight_nz,Joseph Knight,"identifier,observer"
5407689,jolube,Jolube,identifier
1724130,joluca,José Luis Camaño,identifier
1115,jon_sullivan,Jon Sullivan,"annotator,curator,identifier,observer"
1192116,jonaht,Jonah Timms,identifier
3265846,jonas2492,Jonas Storm,identifier
1891207,jonathan-ngaio,Jonathan Anderson,"annotator,identifier,observer"
551115,jonathanmohl,Jonathan Mohl,"curator,identifier"
3026711,jonnyecology,Jonathan Hughes,"identifier,observer"
1497036,joostnieuwenhuizen,Joost .,"identifier,observer"
6409534,jordi141,Jordi Miralda Escudé,identifier
