taxon_id,taxon.name,n_obs,sum_individuals,id,quality_grade,observed_on,description,captive,uri,Epi.lat,Epi.long,location,taxon.common,user_login,user_observations_count,user_activity_count,user_species_count,taxon.endemic,taxon.rank,taxon.introduced,taxon.native,taxon.observations_count,family_name.x,genus_name.x,EpiCount,Setting,field:associated observation,TreeSp,GrowingSite,field:NA,Moss,EpiSize,DBH,EpiHeight,field:plant life stage,field:plant phenology->most common flowering/fruiting reproductive stage,TreeHeight,ObsGroup,field:name of associated plant,field:epiphytic on,field:hábitat,field:associated taxa,field:host plant id,field:habitat (s afr),field:host plant,field:host,field:epiphyte host,field:height off ground,field:height (m),field:interaction->epiphyte host,field:madagascar vegetation type,field:leaf [plant identification],field:flowering phenology,field:origin [iucn red list],field:plant growth form [iucn red list],field:recolecta_plantas,field:recolecta_semillas,field:cantidad de esquejes,field:plantas_madres_esquejes,field:recolecta de muestras de herbario,field:habitat,field:is this observation for...,field:placeholder backup,field:built environment type,field:attached to: (interaction),field:related observations,field:similar observation set,field:estimated height,field:altitude/depth in m: (s afr),field:elevation (m),field:aberrant type,field:tree,field:other organism,"field:how big were the pups? in relation to the adult (0.25, 0.50, 0.75)?",field:specifics of the site,field:cultivated,field:camera,field:epífitos,field:bio 2 lab section number spring 2023,field:host observation,field:gahnia grove,field:interaction (commensalism),field:tipo de maleza,field:substrate_detail2,field:epiphyte %,field:invasive?,field:epiphytes,field:id reference,field:abundance category,field:associated species with names lookup,field:interaction type,field:bio 2 lab section number su21,field:tipo de ecosistema (méxico),field:associated species,field:naturemapr url,field:natusfera url,field:certainty,field:cultivated or wild-grown?,field:count,field:plant flowering,field:plant fruiting,field:estimate the height of the plant (in m),field:feeding on,field:animal behavior,field:is it wild?,field:zonebc,field:about the site,field:sp 2020 lab section numbers,field:linked observation,field:invasive,field:zoneea,field:renh2019 trial,field:zoneeb,field:kc tradescantia,field:depth of tradescantia before intervention,field:zonedb,field:zonecb,field:kc native seedlings and sporelings,field:kcrenh19 survey,field:zoneda,field:lab section numbers,field:gender,field:submitted by questagame player,field:questagame sighting no.,field:zonefb,field:california native,field:substrate/soil type,field:plant description,field:local habitat description,field:id source,field:endemic to new zealand,field:native ferns of kaipatiki,field:fitofisionomias do bioma caatinga,field:name(s) of other observers present,field:observado url,field:zoneca,field:native trees of kaipatiki,field:host species with names lookup,field:ispot reference (2014-2017),field:ispot certainty,field:ispot id,field:associated with: (interaction),field:physical habitat/substrate,field:ecological interaction,field:observer expertise,field:fiddleheads,field:developmental stage,DBH_num,TreeHeight_num,photo_gallery,photo_urls_concat,EpiCount_num,EpiCount_noNA,EpiHeight_chr,EpiSize_chr,EpiHeight_num,EpiSize_num,family_id,family_name.y,class_id,class_name,genus_id,genus_name.y,EpiID,BaseGroup,Site,Tree,TreeID,Epi,EpiNum,TreeCat,NumberTrees,Type,SiteLat,SiteLon,dominanttrees,n_epis_per_site,n_sp_per_site,n_epis_per_site_cat,n_sp_per_site_cat
51884,Urtica dioica,18,24,283084505,research,2025/05/21 11:15 AM,"",FALSE,https://www.inaturalist.org/observations/283084505,51.089875,2.6105388889,"51.089875,2.6105388889",great stinging nettle,marie-ho,3234,3437,934,FALSE,species,FALSE,TRUE,123596,Urticaceae,Urtica,2,Rural,"",Salix,pollard head,,no,0.4,0.8,4,"","",4,S11T07,,"","",,,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",0.8,4,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/508642747/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/508642793/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/508642747/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/508642793/square.jpg,2,2,4,0.4,4,0.4,51885,Urticaceae,47124,Magnoliopsida,51886,Urtica,S11T07_E03,S11T07,S11,T07,S11T07,,03,60 - 90,5,Willow,51.0903012,2.6110195,Salix,42,13,10,4
51884,Urtica dioica,18,24,283084505,research,2025/05/21 11:15 AM,"",FALSE,https://www.inaturalist.org/observations/283084505,51.089875,2.6105388889,"51.089875,2.6105388889",great stinging nettle,marie-ho,3234,3437,934,FALSE,species,FALSE,TRUE,123596,Urticaceae,Urtica,2,Rural,"",Salix,pollard head,,no,0.4,0.8,4,"","",4,S11T07,,"","",,,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",0.8,4,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/508642747/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/508642793/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/508642747/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/508642793/square.jpg,2,2,4,0.4,4,0.4,51885,Urticaceae,47124,Magnoliopsida,51886,Urtica,S11T07_E04,S11T07,S11,T07,S11T07,,04,60 - 90,5,Willow,51.0903012,2.6110195,Salix,42,13,10,4
55925,Geranium robertianum,112,183,283085719,research,2025/05/21 11:17 AM,"accidental epiphyte on dead willow
",FALSE,https://www.inaturalist.org/observations/283085719,51.0898388889,2.6102555556,"51.0898388889,2.6102555556",Herb Robert,marie-ho,3234,3437,934,FALSE,species,FALSE,TRUE,125767,Geraniaceae,Geranium,1,Rural,"",Salix,stump,,no,0.2,0.8,2,"","",2,S11T08,,"","",,,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",0.8,2,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/508643574/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/508643592/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/508643590/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/508643574/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/508643592/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/508643590/square.jpg,1,1,2,0.2,2,0.2,47689,Geraniaceae,47124,Magnoliopsida,47701,Geranium,S11T08_E01,S11T08,S11,T08,S11T08,,01,60 - 90,5,Willow,51.0903012,2.6110195,Salix,42,13,10,4
51884,Urtica dioica,18,24,283085722,research,2025/05/21 11:17 AM,accidental epiphyte on dead willow,FALSE,https://www.inaturalist.org/observations/283085722,51.08985,2.6101861111,"51.08985,2.6101861111",great stinging nettle,marie-ho,3234,3437,934,FALSE,species,FALSE,TRUE,123596,Urticaceae,Urtica,1,Rural,"",Salix,stump,,no,0.7,0.8,1.7,"","",2,S11T08,,"","",,,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",0.8,2,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/508643581/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/508643590/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/508643581/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/508643590/square.jpg,1,1,1.7,0.7,1.7,0.7,51885,Urticaceae,47124,Magnoliopsida,51886,Urtica,S11T08_E02,S11T08,S11,T08,S11T08,,02,60 - 90,5,Willow,51.0903012,2.6110195,Salix,42,13,10,4
51884,Urtica dioica,18,24,283085733,research,2025/05/21 11:24 AM,"",FALSE,https://www.inaturalist.org/observations/283085733,51.0885888889,2.6079388889,"51.0885888889,2.6079388889",great stinging nettle,marie-ho,3234,3437,934,FALSE,species,FALSE,TRUE,123596,Urticaceae,Urtica,1,Rural,"",Salix,crotch,,no,0.4,1,0.7,"","",12,S11T10,,"","",,,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",1,12,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/508644328/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/508644617/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/508644328/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/508644617/square.jpg,1,1,0.7,0.4,0.7,0.4,51885,Urticaceae,47124,Magnoliopsida,51886,Urtica,S11T10_E01,S11T10,S11,T10,S11T10,,01,90+,5,Willow,51.0903012,2.6110195,Salix,42,13,32,12
1403902,Galium aparine,14,45,283085735,needs_id,2025/05/21 11:25 AM,"",FALSE,https://www.inaturalist.org/observations/283085735,51.0886,2.6079222222,"51.0886,2.6079222222","",marie-ho,3234,3437,934,FALSE,complex,FALSE,TRUE,115966,Rubiaceae,Galium,1,Rural,"",Salix,trunk,,no,0.2,1,3,"","",12,S11T10,,"","",,,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",1,12,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/508644335/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/508644617/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/508644335/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/508644617/square.jpg,1,1,3,0.2,3,0.2,47693,Rubiaceae,47124,Magnoliopsida,53060,Galium,S11T10_E02,S11T10,S11,T10,S11T10,,02,90+,5,Willow,51.0903012,2.6110195,Salix,42,13,32,12
765394,Sambucus nigra,187,203,283085736,needs_id,2025/05/21 11:25 AM,"",FALSE,https://www.inaturalist.org/observations/283085736,51.0886083333,2.6079305556,"51.0886083333,2.6079305556",European black elderberry,marie-ho,3234,3437,934,FALSE,species,FALSE,TRUE,73438,Viburnaceae,Sambucus,1,Rural,"",Salix,pollard head,,no,1.5,1,3,"","",12,S11T10,,"","",,,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",1,12,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/508644340/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/508644320/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/508644617/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/508644340/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/508644320/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/508644617/square.jpg,1,1,3,1.5,3,1.5,781703,Viburnaceae,47124,Magnoliopsida,52689,Sambucus,S11T10_E03,S11T10,S11,T10,S11T10,,03,90+,5,Willow,51.0903012,2.6110195,Salix,42,13,32,12
119791,Acer pseudoplatanus,144,180,282920270,research,2025/05/21 12:28 PM,"",FALSE,https://www.inaturalist.org/observations/282920270,51.0882833333,2.5938805556,"51.0882833333,2.5938805556",sycamore maple,marie-ho,3234,3437,934,FALSE,species,FALSE,TRUE,70205,Sapindaceae,Acer,1,Rural,"",Acer,crotch,,no,0.13,0.54,0.5,"","",20,S12T01,,"","",,,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",0.54,20,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/508331054/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/508331206/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/508331063/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/508331054/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/508331206/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/508331063/square.jpg,1,1,0.5,0.13,0.5,0.13,58321,Sapindaceae,47124,Magnoliopsida,47727,Acer,S12T01_E01,S12T01,S12,T01,S12T01,,01,30 - 60,15,Forest,51.08843,2.59384,Populus Fagus Sambucus Acer Castanea,16,5,9,3
119791,Acer pseudoplatanus,144,180,282920271,research,2025/05/21 12:28 PM,"",FALSE,https://www.inaturalist.org/observations/282920271,51.0882944444,2.5938472222,"51.0882944444,2.5938472222",sycamore maple,marie-ho,3234,3437,934,FALSE,species,FALSE,TRUE,70205,Sapindaceae,Acer,1,Rural,"",Acer,crotch,,no,0.05,0.54,0.5,"","",20,S12T01,,"","",,,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",0.54,20,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/508331170/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/508331206/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/508331063/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/508331170/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/508331206/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/508331063/square.jpg,1,1,0.5,0.05,0.5,0.05,58321,Sapindaceae,47124,Magnoliopsida,47727,Acer,S12T01_E02,S12T01,S12,T01,S12T01,,02,30 - 60,15,Forest,51.08843,2.59384,Populus Fagus Sambucus Acer Castanea,16,5,9,3
125440,Fraxinus excelsior,93,102,282920274,research,2025/05/21 12:28 PM,"",FALSE,https://www.inaturalist.org/observations/282920274,51.0883,2.59385,"51.0883,2.59385",European ash,marie-ho,3234,3437,934,FALSE,species,FALSE,TRUE,46589,Oleaceae,Fraxinus,1,Rural,"",Acer,crotch,,no,0.3,0.54,0.5,"","",20,S12T01,,"","",,,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",0.54,20,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/508331173/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/508331206/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/508331063/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/508331173/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/508331206/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/508331063/square.jpg,1,1,0.5,0.3,0.5,0.3,47733,Oleaceae,47124,Magnoliopsida,54806,Fraxinus,S12T01_E03,S12T01,S12,T01,S12T01,,03,30 - 60,15,Forest,51.08843,2.59384,Populus Fagus Sambucus Acer Castanea,16,5,9,3
119791,Acer pseudoplatanus,144,180,282922340,needs_id,2025/05/21 12:43 PM,I think it's a juvenile Acer growing in the bark of this poplar. In the first picture it's a green spot in the bark (top left corner of the photo),FALSE,https://www.inaturalist.org/observations/282922340,51.0881388889,2.5941138889,"51.0881388889,2.5941138889",sycamore maple,marie-ho,3234,3437,934,FALSE,species,FALSE,TRUE,70205,Sapindaceae,Acer,1,Rural,"",poplar,trunk,,no,0.05,1,7,"","",25,S12T02,,"","",,,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",1,25,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/508333461/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/508333726/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/508333607/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/508333461/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/508333726/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/508333607/square.jpg,1,1,7,0.05,7,0.05,58321,Sapindaceae,47124,Magnoliopsida,47727,Acer,S12T02_E01,S12T02,S12,T02,S12T02,,01,90+,5,Forest,51.08843,2.59384,Populus Fagus Sambucus Acer Castanea,16,5,6,3
119791,Acer pseudoplatanus,144,180,282922342,research,2025/05/21 12:38 PM,"",FALSE,https://www.inaturalist.org/observations/282922342,51.0882388889,2.5940805556,"51.0882388889,2.5940805556",sycamore maple,marie-ho,3234,3437,934,FALSE,species,FALSE,TRUE,70205,Sapindaceae,Acer,1,Rural,"",poplar,trunk,,no,0.07,1,3,"","",25,S12T02,,"","",,,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",1,25,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/508333591/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/508333548/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/508333576/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/508333607/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/508333591/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/508333548/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/508333576/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/508333607/square.jpg,1,1,3,0.07,3,0.07,58321,Sapindaceae,47124,Magnoliopsida,47727,Acer,S12T02_E02,S12T02,S12,T02,S12T02,,02,90+,5,Forest,51.08843,2.59384,Populus Fagus Sambucus Acer Castanea,16,5,6,3
54227,Fagus sylvatica,16,16,282922345,needs_id,2025/05/21 12:40 PM,dead accidental epiphyte--not sure about the ID,FALSE,https://www.inaturalist.org/observations/282922345,51.0882333333,2.594075,"51.0882333333,2.594075",European beech,marie-ho,3234,3437,934,FALSE,species,FALSE,TRUE,70742,Fagaceae,Fagus,1,Rural,"",poplar,trunk,,no,0.1,1,1,"","",25,S12T02,,"","",,,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",1,25,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/508333708/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/508333683/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/508333659/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/508333668/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/508333607/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/508333708/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/508333683/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/508333659/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/508333668/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/508333607/square.jpg,1,1,1,0.1,1,0.1,47852,Fagaceae,47124,Magnoliopsida,49203,Fagus,S12T02_E03,S12T02,S12,T02,S12T02,,03,90+,5,Forest,51.08843,2.59384,Populus Fagus Sambucus Acer Castanea,16,5,6,3
125440,Fraxinus excelsior,93,102,282924831,research,2025/05/21 12:47 PM,"growing accenitally epiphytic and servig as nesting site too!
",FALSE,https://www.inaturalist.org/observations/282924831,51.0881388889,2.5939138889,"51.0881388889,2.5939138889",European ash,marie-ho,3234,3437,934,FALSE,species,FALSE,TRUE,46589,Oleaceae,Fraxinus,1,Rural,"",Acer,crotch,,no,0.4,0.63,1.5,"","",20,S12T03,,"","",,,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",0.63,20,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/508337389/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/508337403/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/508337399/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/508337389/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/508337403/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/508337399/square.jpg,1,1,1.5,0.4,1.5,0.4,47733,Oleaceae,47124,Magnoliopsida,54806,Fraxinus,S12T03_E01,S12T03,S12,T03,S12T03,,01,60 - 90,8,Forest,51.08843,2.59384,Populus Fagus Sambucus Acer Castanea,16,5,1,1
359752,Dryopteris dilatata,10,11,282924836,needs_id,2025/05/21 12:49 PM,"",FALSE,https://www.inaturalist.org/observations/282924836,51.0883722222,2.5937138889,"51.0883722222,2.5937138889",broad buckler-fern,marie-ho,3234,3437,934,FALSE,species,FALSE,TRUE,9268,Dryopteridaceae,Dryopteris,1,Rural,"",,dead wood,,yes,0.5,0.48,,"","",,S12T04,,"","",,,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",0.48,,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/508340052/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/508340132/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/508340209/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/508340052/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/508340132/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/508340209/square.jpg,1,1,,0.5,,0.5,47753,Dryopteridaceae,121943,Polypodiopsida,52672,Dryopteris,S12T04_E01,S12T04,S12,T04,S12T04,,01,30 - 60,15,Forest,51.08843,2.59384,Populus Fagus Sambucus Acer Castanea,16,5,9,3
119791,Acer pseudoplatanus,144,180,282924837,research,2025/05/21 12:50 PM,"",FALSE,https://www.inaturalist.org/observations/282924837,51.0883416667,2.5937388889,"51.0883416667,2.5937388889",sycamore maple,marie-ho,3234,3437,934,FALSE,species,FALSE,TRUE,70205,Sapindaceae,Acer,5,Rural,"",,dead wood,,yes,0.1,.48,,"","",,S12T04,,"","",,,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",0.48,,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/508340161/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/508340205/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/508340209/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/508340067/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/508340161/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/508340205/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/508340209/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/508340067/square.jpg,5,5,,0.1,,0.1,58321,Sapindaceae,47124,Magnoliopsida,47727,Acer,S12T04_E02,S12T04,S12,T04,S12T04,,02,30 - 60,15,Forest,51.08843,2.59384,Populus Fagus Sambucus Acer Castanea,16,5,9,3
119791,Acer pseudoplatanus,144,180,282924837,research,2025/05/21 12:50 PM,"",FALSE,https://www.inaturalist.org/observations/282924837,51.0883416667,2.5937388889,"51.0883416667,2.5937388889",sycamore maple,marie-ho,3234,3437,934,FALSE,species,FALSE,TRUE,70205,Sapindaceae,Acer,5,Rural,"",,dead wood,,yes,0.1,.48,,"","",,S12T04,,"","",,,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",0.48,,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/508340161/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/508340205/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/508340209/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/508340067/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/508340161/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/508340205/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/508340209/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/508340067/square.jpg,5,5,,0.1,,0.1,58321,Sapindaceae,47124,Magnoliopsida,47727,Acer,S12T04_E03,S12T04,S12,T04,S12T04,,03,30 - 60,15,Forest,51.08843,2.59384,Populus Fagus Sambucus Acer Castanea,16,5,9,3
