id,DBH,EpiHeight,EpiSize,EpiCount,TreeHeight,Setting,Moss,ObsGroup,GrowingSite,TreeSp,TreeGenus,DBH_raw,EpiHeight_raw,EpiSize_raw,EpiCount_raw,TreeHeight_raw,Setting_raw,Moss_raw,GrowingSite_raw,TreeSp_raw,quality_grade,observed_on,description,captive,uri,latitude,longitude,location,taxon.common,user_login,taxon.name,community_taxon_id,taxon.rank,taxon.status,taxon_id,source_project_ids,DBH_num,TreeHeight_num,EpiCount_num,photo_gallery,photo_urls_concat,EpiHeight_num,EpiSize_num,obs_date,dbh_txt,dbh_flag,dbh_note,n_obs,sum_individuals,family_id,family_name,class_id,class_name,genus_id,genus_name
238810464,,1,,,,,yes,238810464,branch,,Unknown,,1,,,,,yes,branch,,research,2024-08-27 11:18:17,,FALSE,https://www.inaturalist.org/observations/238810464,56.0774902542,-4.6016813252,"56.0774902542,-4.6016813252",European wood-sorrel,regray,Oxalis acetosella,69624,species,native,69624,accidental-epiphytes-united,,,1,"<div><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/425219677/square.jpeg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/425219712/square.jpeg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/425219773/square.jpeg""style=""margin:20px;""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/425219677/square.jpeg|https://inaturalist-open-data.s3.amazonaws.com/photos/425219712/square.jpeg|https://inaturalist-open-data.s3.amazonaws.com/photos/425219773/square.jpeg,1,,2024-08-27,,,,89,153,47759,Oxalidaceae,47124,Magnoliopsida,47758,Oxalis
239108874,,,,,,,,239108874,,,Unknown,,,,,,,,,,research,2024-09-01 16:11:03+12:00,3x epiphytes on Norfolk pine. Monte Cecelia res,FALSE,https://www.inaturalist.org/observations/239108874,-36.9140355208,174.7634370498,"-36.9140355208,174.7634370498",Moreton Bay fig,derekcraig,Ficus macrophylla,126854,species,introduced,126854,accidental-epiphytes-united,,,1,"<div><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/425798136/square.jpeg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/425798176/square.jpeg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/425798218/square.jpeg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/425798251/square.jpeg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/425798277/square.jpeg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/425798297/square.jpeg""style=""margin:20px;""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/425798136/square.jpeg|https://inaturalist-open-data.s3.amazonaws.com/photos/425798176/square.jpeg|https://inaturalist-open-data.s3.amazonaws.com/photos/425798218/square.jpeg|https://inaturalist-open-data.s3.amazonaws.com/photos/425798251/square.jpeg|https://inaturalist-open-data.s3.amazonaws.com/photos/425798277/square.jpeg|https://inaturalist-open-data.s3.amazonaws.com/photos/425798297/square.jpeg,,,2024-09-01,,,,264,269,50998,Moraceae,47124,Magnoliopsida,50999,Ficus
239307816,,,,,,Rural,yes,239307816,trunk,Acer macrophyllum,Acer,,,,,,Rural,yes,trunk,Acer macrophyllum,research,2024-09-01 18:13:37,Growing as an epiphyte on a big leaf maple.,FALSE,https://www.inaturalist.org/observations/239307816,49.3181193,-122.9021221,"49.3181193,-122.9021221",western sword fern,james2951,Polystichum munitum,47751,species,native,47751,accidental-epiphytes-united,,,1,"<div><img src=""https://static.inaturalist.org/photos/426194176/square.jpeg""style=""margin:20px;""></div>",https://static.inaturalist.org/photos/426194176/square.jpeg,,,2024-09-01,,,,6,6,47753,Dryopteridaceae,121943,Polypodiopsida,47752,Polystichum
239311549,,,,,,Rural,yes,239311549,crotch,Acer macrophyllum,Acer,,,,,,Rural,yes,crotch,Acer macrophyllum,needs_id,2024-09-01 18:40:22,Epiphyte on a big leaf maple.,FALSE,https://www.inaturalist.org/observations/239311549,49.3177417,-122.9066333,"49.3177417,-122.9066333",wood ferns,james2951,Dryopteris,52672,genus,,52672,accidental-epiphytes-united,,,1,"<div><img src=""https://static.inaturalist.org/photos/426194449/square.jpeg""style=""margin:20px;""></div>",https://static.inaturalist.org/photos/426194449/square.jpeg,,,2024-09-01,,,,32,32,47753,Dryopteridaceae,121943,Polypodiopsida,52672,Dryopteris
239516696,0.91,0.30,0.30,1,,Rural,yes,239516696,trunk,Acer saccharum,Acer,0.91,0.30,0.30,1,,Rural,yes,trunk,Acer saccharum,needs_id,2024/09/01 11:58 AM,on Sugar Maple,FALSE,https://www.inaturalist.org/observations/239516696,44.6679841914,-79.4955261332,"44.6679841914,-79.4955261332",long-stalked sedge,stewart_blackwell,Carex pedunculata,,species,native,160059,accidental-epiphytes-united,0.91,,1,"<div><img src=""https://static.inaturalist.org/photos/426579059/square.jpeg""style=""margin:20px;""><img src=""https://static.inaturalist.org/photos/426579033/square.jpeg""style=""margin:20px;""><img src=""https://static.inaturalist.org/photos/426579058/square.jpeg""style=""margin:20px;""></div>",https://static.inaturalist.org/photos/426579059/square.jpeg|https://static.inaturalist.org/photos/426579033/square.jpeg|https://static.inaturalist.org/photos/426579058/square.jpeg,0.3,0.3,2024-09-01,0.91,,,9,10,47161,Cyperaceae,47163,Liliopsida,48571,Carex
239516740,1.016,0.762,0.051,2,18.28,Rural,yes,239516740,trunk,Acer rubrum,Acer,1.016,0.762,0.051,2,18.28,Rural,yes,trunk,Acer rubrum,needs_id,2024/09/01 11:22 AM,saplings on Red Maple,FALSE,https://www.inaturalist.org/observations/239516740,44.6686453418,-79.5692242113,"44.6686453418,-79.5692242113",red maple,stewart_blackwell,Acer rubrum,,species,native,48098,accidental-epiphytes-united,1.016,18.28,2,"<div><img src=""https://static.inaturalist.org/photos/426594238/square.jpeg""style=""margin:20px;""><img src=""https://static.inaturalist.org/photos/426594357/square.jpeg""style=""margin:20px;""><img src=""https://static.inaturalist.org/photos/426594351/square.jpeg""style=""margin:20px;""></div>",https://static.inaturalist.org/photos/426594238/square.jpeg|https://static.inaturalist.org/photos/426594357/square.jpeg|https://static.inaturalist.org/photos/426594351/square.jpeg,0.762,0.051,2024-09-01,1.016,,,2,3,58321,Sapindaceae,47124,Magnoliopsida,47727,Acer
239516740,1.016,0.762,0.051,2,18.28,Rural,yes,239516740,trunk,Acer rubrum,Acer,1.016,0.762,0.051,2,18.28,Rural,yes,trunk,Acer rubrum,needs_id,2024/09/01 11:22 AM,saplings on Red Maple,FALSE,https://www.inaturalist.org/observations/239516740,44.6686453418,-79.5692242113,"44.6686453418,-79.5692242113",red maple,stewart_blackwell,Acer rubrum,,species,native,48098,accidental-epiphytes-united,1.016,18.28,2,"<div><img src=""https://static.inaturalist.org/photos/426594238/square.jpeg""style=""margin:20px;""><img src=""https://static.inaturalist.org/photos/426594357/square.jpeg""style=""margin:20px;""><img src=""https://static.inaturalist.org/photos/426594351/square.jpeg""style=""margin:20px;""></div>",https://static.inaturalist.org/photos/426594238/square.jpeg|https://static.inaturalist.org/photos/426594357/square.jpeg|https://static.inaturalist.org/photos/426594351/square.jpeg,0.762,0.051,2024-09-01,1.016,,,2,3,58321,Sapindaceae,47124,Magnoliopsida,47727,Acer
239519138,,,,,,Urban,no,239519138,crotch,Quercus,Quercus,,,,,,Urban,no,crotch,Quercus,research,2024/08/29 10:36 AM,holly epiphyte on an oak tree on outside Lincoln Uni's library,FALSE,https://www.inaturalist.org/observations/239519138,-43.6439976997,172.467668,"-43.6439976997,172.467668",European holly,maxsingers,Ilex aquifolium,53856,species,introduced,53856,accidental-epiphytes-united,,,1,"<div><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/426593678/square.jpg""style=""margin:20px;""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/426593678/square.jpg,,,2024-08-29,,,,49,56,53855,Aquifoliaceae,47124,Magnoliopsida,53854,Ilex
239577771,0.4,1.1,0.12,1,,Rural,no,239577771,crotch,Darevskia rostombekowi,Darevskia,0.4,1.1,0.12,1,,Rural,no,crotch,55801,research,2024/04/30 10:28 AM,Epiphytic,FALSE,https://www.inaturalist.org/observations/239577771,53.1513312,8.1681036,"53.1513312,8.1681036",Pink Ivy-leaved Speedwell,spencer_,Veronica sublobata,705439,species,native,705439,accidental-epiphytes-united,0.4,,1,"<div><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/426720029/square.jpg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/426720031/square.jpg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/426720032/square.jpg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/426720040/square.jpg""style=""margin:20px;""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/426720029/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/426720031/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/426720032/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/426720040/square.jpg,1.1,0.12,2024-04-30,0.4,,,8,12,50638,Plantaginaceae,47124,Magnoliopsida,51611,Veronica
239578285,1,2.5,0.07,1,,Urban,no,239578285,knothole,Cepaea nemoralis,Cepaea,1,2.5,0.07,1,,Urban,no,knothole,54762,needs_id,2024/07/26 2:01 PM,"Epiphytic, no connection to the ground",FALSE,https://www.inaturalist.org/observations/239578285,41.8011333997,-86.6086392997,"41.8011333997,-86.6086392997",Virginia creeper,spencer_,Parthenocissus quinquefolia,,species,native,50278,accidental-epiphytes-united,1,,1,"<div><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/426721130/square.jpg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/426721145/square.jpg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/426721133/square.jpg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/426721141/square.jpg""style=""margin:20px;""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/426721130/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/426721145/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/426721133/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/426721141/square.jpg,2.5,0.07,2024-07-26,1,,,4,4,50279,Vitaceae,47124,Magnoliopsida,50280,Parthenocissus
239578894,0.6,5,0.2,1,,Rural,no,239578894,crotch,Turdus migratorius,Turdus,0.6,5,0.2,1,,Rural,no,crotch,47727,needs_id,2024/07/27 11:10 AM,Epiphytic. Host tree may be red maple.,FALSE,https://www.inaturalist.org/observations/239578894,41.8321733,-86.6249650997,"41.8321733,-86.6249650997",Dicots,spencer_,Magnoliopsida,47124,class,,47124,accidental-epiphytes-united,0.6,,1,"<div><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/426722185/square.jpg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/426722194/square.jpg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/426722199/square.jpg""style=""margin:20px;""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/426722185/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/426722194/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/426722199/square.jpg,5,0.2,2024-07-27,0.6,,,168,207,,,47124,Magnoliopsida,,
239580000,1,3,0.7,1,,Urban,no,239580000,crotch,Cepaea nemoralis,Cepaea,1,3,0.7,1,,Urban,no,crotch,54762,needs_id,2024/07/26 1:52 PM,Epiphytic. Solanaceae is my best guess. Sorry about the poor photo quality.,FALSE,https://www.inaturalist.org/observations/239580000,41.8014198997,-86.6087741,"41.8014198997,-86.6087741",bittersweet nightshade,spencer_,Solanum dulcamara,48516,species,introduced,55620,accidental-epiphytes-united,1,,1,"<div><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/426724407/square.jpg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/426724455/square.jpg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/426724470/square.jpg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/426724481/square.jpg""style=""margin:20px;""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/426724407/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/426724455/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/426724470/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/426724481/square.jpg,3,0.7,2024-07-26,1,,,21,27,48516,Solanaceae,47124,Magnoliopsida,50641,Solanum
239580649,0.95,3.5,0.8,2,,Rural,no,239580649,crotch,Neochera inops,Neochera,0.95,3.5,0.8,2,,Rural,no,crotch,52543,needs_id,2024/07/27 12:31 PM,Epiphytic. Mulberry is my best guess.,FALSE,https://www.inaturalist.org/observations/239580649,41.8429053997,-86.678898,"41.8429053997,-86.678898",Mulberries,spencer_,Morus,,genus,,56091,accidental-epiphytes-united,0.95,,2,"<div><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/426725621/square.jpg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/426725632/square.jpg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/426725624/square.jpg""style=""margin:20px;""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/426725621/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/426725632/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/426725624/square.jpg,3.5,0.8,2024-07-27,0.95,,,1,2,50998,Moraceae,47124,Magnoliopsida,56091,Morus
239580649,0.95,3.5,0.8,2,,Rural,no,239580649,crotch,Neochera inops,Neochera,0.95,3.5,0.8,2,,Rural,no,crotch,52543,needs_id,2024/07/27 12:31 PM,Epiphytic. Mulberry is my best guess.,FALSE,https://www.inaturalist.org/observations/239580649,41.8429053997,-86.678898,"41.8429053997,-86.678898",Mulberries,spencer_,Morus,,genus,,56091,accidental-epiphytes-united,0.95,,2,"<div><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/426725621/square.jpg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/426725632/square.jpg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/426725624/square.jpg""style=""margin:20px;""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/426725621/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/426725632/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/426725624/square.jpg,3.5,0.8,2024-07-27,0.95,,,1,2,50998,Moraceae,47124,Magnoliopsida,56091,Morus
239735937,,,,,,Rural,yes,239735937,branch,Alnus rubra,Alnus,,,,,,Rural,yes,branch,Alnus rubra,needs_id,2024/09/02 11:30 AM,epiphytic on Alnus rubra,FALSE,https://www.inaturalist.org/observations/239735937,49.1707202367,-125.5766212698,"49.1707202367,-125.5766212698",coastal brookfoam,iancruickshank,Boykinia occidentalis,,species,native,68213,accidental-epiphytes-united,,,1,"<div><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/427017881/square.jpeg""style=""margin:20px;""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/427017881/square.jpeg,,,2024-09-02,,,,1,1,48386,Saxifragaceae,47124,Magnoliopsida,68214,Boykinia
239739074,,,,,,Rural,yes,239739074,trunk,Alnus rubra,Alnus,,,,,,Rural,yes,trunk,Alnus rubra,research,2024/09/01 4:03 PM,epiphytic on red alder,FALSE,https://www.inaturalist.org/observations/239739074,49.2013888889,-125.5072222222,"49.2013888889,-125.5072222222",western maidenhair fern,iancruickshank,Adiantum aleuticum,52667,species,native,52667,accidental-epiphytes-united,,,1,"<div><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/427022585/square.jpeg""style=""margin:20px;""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/427022585/square.jpeg,,,2024-09-01,,,,2,2,48437,Pteridaceae,121943,Polypodiopsida,48436,Adiantum
239739076,,,,,,Rural,yes,239739076,trunk,Alnus rubra,Alnus,,,,,,Rural,yes,trunk,Alnus rubra,research,2024/09/01 4:03 PM,epiphytic on red alder,FALSE,https://www.inaturalist.org/observations/239739076,49.2013888889,-125.5072222222,"49.2013888889,-125.5072222222",western sword fern,iancruickshank,Polystichum munitum,47751,species,native,47751,accidental-epiphytes-united,,,1,"<div><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/427022585/square.jpeg""style=""margin:20px;""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/427022585/square.jpeg,,,2024-09-01,,,,6,6,47753,Dryopteridaceae,121943,Polypodiopsida,47752,Polystichum
239917388,0.40,0.40,0.10,1,15.00,Urban,no,239917388,crotch,acer platanoides,Acer,0.40,0.40,0.10,1,15.00,Urban,no,crotch,acer platanoides,research,2024/05/14 17:44,"",FALSE,https://www.inaturalist.org/observations/239917388,53.1915580261,8.2081200506,"53.1915580261,8.2081200506",Creeping buttercup,nadjakrebs,Ranunculus repens,48229,species,native,48229,accidental-epiphytes-united,0.4,15,1,"<div><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/427367033/square.jpeg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/427367315/square.jpeg""style=""margin:20px;""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/427367033/square.jpeg|https://inaturalist-open-data.s3.amazonaws.com/photos/427367315/square.jpeg,0.4,0.1,2024-05-14,0.40,,,3,3,48231,Ranunculaceae,47124,Magnoliopsida,48230,Ranunculus
239918313,0.50,3.00,0.40,4,16.00,Urban,no,239918313,crotch,salix alba,Salix,0.50,3.00,0.40,4,16.00,Urban,no,crotch,salix alba,research,2024/05/14 18:02,"",FALSE,https://www.inaturalist.org/observations/239918313,53.1898805262,8.2136888745,"53.1898805262,8.2136888745",European black elderberry,nadjakrebs,Sambucus nigra,765394,species,native,765394,accidental-epiphytes-united,0.5,16,4,"<div><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/427367884/square.jpeg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/427368991/square.jpeg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/427369076/square.jpeg""style=""margin:20px;""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/427367884/square.jpeg|https://inaturalist-open-data.s3.amazonaws.com/photos/427368991/square.jpeg|https://inaturalist-open-data.s3.amazonaws.com/photos/427369076/square.jpeg,3,0.4,2024-05-14,0.50,,,220,238,781703,Viburnaceae,47124,Magnoliopsida,52689,Sambucus
239918313,0.50,3.00,0.40,4,16.00,Urban,no,239918313,crotch,salix alba,Salix,0.50,3.00,0.40,4,16.00,Urban,no,crotch,salix alba,research,2024/05/14 18:02,"",FALSE,https://www.inaturalist.org/observations/239918313,53.1898805262,8.2136888745,"53.1898805262,8.2136888745",European black elderberry,nadjakrebs,Sambucus nigra,765394,species,native,765394,accidental-epiphytes-united,0.5,16,4,"<div><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/427367884/square.jpeg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/427368991/square.jpeg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/427369076/square.jpeg""style=""margin:20px;""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/427367884/square.jpeg|https://inaturalist-open-data.s3.amazonaws.com/photos/427368991/square.jpeg|https://inaturalist-open-data.s3.amazonaws.com/photos/427369076/square.jpeg,3,0.4,2024-05-14,0.50,,,220,238,781703,Viburnaceae,47124,Magnoliopsida,52689,Sambucus
239918313,0.50,3.00,0.40,4,16.00,Urban,no,239918313,crotch,salix alba,Salix,0.50,3.00,0.40,4,16.00,Urban,no,crotch,salix alba,research,2024/05/14 18:02,"",FALSE,https://www.inaturalist.org/observations/239918313,53.1898805262,8.2136888745,"53.1898805262,8.2136888745",European black elderberry,nadjakrebs,Sambucus nigra,765394,species,native,765394,accidental-epiphytes-united,0.5,16,4,"<div><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/427367884/square.jpeg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/427368991/square.jpeg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/427369076/square.jpeg""style=""margin:20px;""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/427367884/square.jpeg|https://inaturalist-open-data.s3.amazonaws.com/photos/427368991/square.jpeg|https://inaturalist-open-data.s3.amazonaws.com/photos/427369076/square.jpeg,3,0.4,2024-05-14,0.50,,,220,238,781703,Viburnaceae,47124,Magnoliopsida,52689,Sambucus
239918313,0.50,3.00,0.40,4,16.00,Urban,no,239918313,crotch,salix alba,Salix,0.50,3.00,0.40,4,16.00,Urban,no,crotch,salix alba,research,2024/05/14 18:02,"",FALSE,https://www.inaturalist.org/observations/239918313,53.1898805262,8.2136888745,"53.1898805262,8.2136888745",European black elderberry,nadjakrebs,Sambucus nigra,765394,species,native,765394,accidental-epiphytes-united,0.5,16,4,"<div><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/427367884/square.jpeg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/427368991/square.jpeg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/427369076/square.jpeg""style=""margin:20px;""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/427367884/square.jpeg|https://inaturalist-open-data.s3.amazonaws.com/photos/427368991/square.jpeg|https://inaturalist-open-data.s3.amazonaws.com/photos/427369076/square.jpeg,3,0.4,2024-05-14,0.50,,,220,238,781703,Viburnaceae,47124,Magnoliopsida,52689,Sambucus
239918986,0.50,1.50,0.05,1,12.00,Urban,yes,239918986,crotch,Aesculus hippocastaneum,Aesculus,0.50,1.50,0.05,1,12.00,Urban,yes,crotch,Aesculus hippocastaneum,needs_id,2024/05/14 18:19,,FALSE,https://www.inaturalist.org/observations/239918986,53.1913911601,8.2130129573,"53.1913911601,8.2130129573",sycamore maple,nadjakrebs,Acer pseudoplatanus,47727,species,native,119791,accidental-epiphytes-united,0.5,12,1,"<div><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/427369225/square.jpeg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/427369554/square.jpeg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/427370143/square.jpeg""style=""margin:20px;""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/427369225/square.jpeg|https://inaturalist-open-data.s3.amazonaws.com/photos/427369554/square.jpeg|https://inaturalist-open-data.s3.amazonaws.com/photos/427370143/square.jpeg,1.5,0.05,2024-05-14,0.50,,,168,221,58321,Sapindaceae,47124,Magnoliopsida,47727,Acer
239919773,0.50,3.00,0.03,1,14.00,Urban,yes,239919773,crotch,,Unknown,0.50,3.00,0.03,1,14.00,Urban,yes,crotch,,research,2024/05/14 18:23,"",FALSE,https://www.inaturalist.org/observations/239919773,53.1909283304,8.2134957518,"53.1909283304,8.2134957518",sycamore maple,nadjakrebs,Acer pseudoplatanus,119791,species,native,119791,accidental-epiphytes-united,0.5,14,1,"<div><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/427370439/square.jpeg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/427371801/square.jpeg""style=""margin:20px;""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/427370439/square.jpeg|https://inaturalist-open-data.s3.amazonaws.com/photos/427371801/square.jpeg,3,0.03,2024-05-14,0.50,,,168,221,58321,Sapindaceae,47124,Magnoliopsida,47727,Acer
239922947,,,,,,,,239922947,,Cervus canadensis,Cervus,,,,,,,,,47124,research,2024-09-04 12:51:12,,FALSE,https://www.inaturalist.org/observations/239922947,32.7612666667,-17.1363733333,"32.7612666667,-17.1363733333",Canary Islands polypody,felipe803,Polypodium macaronesicum,986419,species,native,986419,accidental-epiphytes-united,,,1,"<div><img src=""https://static.inaturalist.org/photos/427377670/square.jpeg""style=""margin:20px;""></div>",https://static.inaturalist.org/photos/427377670/square.jpeg,,,2024-09-04,,,,28,28,52679,Polypodiaceae,121943,Polypodiopsida,52680,Polypodium
240518126,0.5,0.8,0.4,1,,Rural,no,240518126,crotch,,Unknown,0.5,0.8,0.4,1,,Rural,no,crotch,,research,2024-09-08 12:50:14,Epiphytic ,FALSE,https://www.inaturalist.org/observations/240518126,53.6296583333,8.8945138889,"53.6296583333,8.8945138889",field maple,gz_uol,Acer campestre,56193,species,native,56193,accidental-epiphytes-united,0.5,,1,"<div><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/428521689/square.jpeg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/428521900/square.jpeg""style=""margin:20px;""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/428521689/square.jpeg|https://inaturalist-open-data.s3.amazonaws.com/photos/428521900/square.jpeg,0.8,0.4,2024-09-08,0.5,,,13,15,58321,Sapindaceae,47124,Magnoliopsida,47727,Acer
240544744,,,,,,Rural,yes,240544744,trunk,,Unknown,,,,,,Rural,yes,trunk,,research,2024-09-08 14:31:46,Pups growing epiphytically in moss.,FALSE,https://www.inaturalist.org/observations/240544744,-33.2901568997,26.5255451997,"-33.2901568997,26.5255451997",Heart-leaved Crassula,nubigenus,Crassula cordata,582897,species,endemic,582897,accidental-epiphytes-united,,,1,"<div><img src=""https://static.inaturalist.org/photos/428572757/square.jpeg""style=""margin:20px;""><img src=""https://static.inaturalist.org/photos/428572794/square.jpeg""style=""margin:20px;""><img src=""https://static.inaturalist.org/photos/428572831/square.jpeg""style=""margin:20px;""></div>",https://static.inaturalist.org/photos/428572757/square.jpeg|https://static.inaturalist.org/photos/428572794/square.jpeg|https://static.inaturalist.org/photos/428572831/square.jpeg,,,2024-09-08,,,,1,1,51890,Crassulaceae,47124,Magnoliopsida,57017,Crassula
240556612,0.5,2.6,0.5,1,,Urban,no,240556612,crotch,Tilia,Tilia,0.5,2.6,0.5,1,,Urban,no,crotch,Tilia,research,2024-09-08 15:15:30,Epiphytic,FALSE,https://www.inaturalist.org/observations/240556612,53.6301277778,8.8297277778,"53.6301277778,8.8297277778",European ash,gz_uol,Fraxinus excelsior,125440,species,native,125440,accidental-epiphytes-united,0.5,,1,"<div><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/428595263/square.jpeg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/428595343/square.jpeg""style=""margin:20px;""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/428595263/square.jpeg|https://inaturalist-open-data.s3.amazonaws.com/photos/428595343/square.jpeg,2.6,0.5,2024-09-08,0.5,,,104,118,47733,Oleaceae,47124,Magnoliopsida,54806,Fraxinus
