site,lat,lon,id,taxon.name,quality_grade,presence
310505857,51.964025,7.6109694444,310505857,Salvia glutinosa,research,1
162650512,49.2310379722,11.1965099722,162650512,Prunus padus,research,1
46638854,42.0590666667,12.8181861111,46638854,Ranunculus lanuginosus,research,1
305712160,49.4545361111,-2.5365055556,305712160,Ceratostigma,needs_id,1
143571460,45.786202,10.613436,143571460,Angelica sylvestris,research,1
324916374,43.3067777778,-1.7714833333,324916374,Asplenium adiantum-nigrum,needs_id,1
324905081,43.3673861111,-1.8198527778,324905081,Asplenium adiantum-nigrum,needs_id,1
320676321,43.3699333333,-1.7789333333,320676321,Asplenium adiantum-nigrum,needs_id,1
320623776,43.3699055556,-1.7789138889,320623776,Asplenium adiantum-nigrum,research,1
316690073,43.5187527778,-1.5166944444,316690073,Asplenium adiantum-nigrum,needs_id,1
305835494,48.6297722222,-2.4649555556,305835494,Asplenium adiantum-nigrum,research,1
305468674,49.4574166667,-2.5351611111,305468674,Asplenium adiantum-nigrum,research,1
282671398,56.703225,11.5449277778,282671398,Carex extensa,needs_id,1
216089696,51.8320508997,10.7980262,216089696,Clematis vitalba,research,1
284783693,58.358834,11.252955,284783693,Cotoneaster divaricatus,needs_id,1
286740546,60.3855209167,5.3253550278,286740546,Cotoneaster lucidus,needs_id,1
286740540,60.3854179167,5.325263,286740540,Cotoneaster lucidus,needs_id,1
304168645,49.4335555556,-2.3631138889,304168645,Elaeagnus pungens,needs_id,1
313634941,51.3880527778,-1.6901416667,313634941,Epilobium montanum,needs_id,1
172753627,51.8042667,10.3479333,172753627,Epilobium montanum,research,1
305721689,49.4316888889,-2.5475972222,305721689,Epilobium obscurum,needs_id,1
305721683,49.4316888889,-2.5476027778,305721683,Epilobium obscurum,needs_id,1
294549867,49.6318361111,-1.6165722222,294549867,Fuchsia magellanica,needs_id,1
294549849,49.6318305556,-1.6166222222,294549849,Fuchsia magellanica,needs_id,1
294538223,49.6323305556,-1.6155694444,294538223,Fuchsia magellanica,needs_id,1
277663743,52.1275444444,4.4650944444,277663743,Heracleum sphondylium,needs_id,1
181747002,48.31564136,2.69455231,181747002,Heracleum sphondylium,needs_id,1
289205088,50.7246111111,1.6164527778,289205088,Hieracium sabaudum,needs_id,1
320603692,43.3780555556,-1.7961194444,320603692,Lolium arundinaceum,needs_id,1
159935051,50.0004140382,8.0180300709,159935051,Lycium chinense,needs_id,1
235973635,52.4525111111,13.3095555556,235973635,Picris hieracioides,needs_id,1
305736902,49.2231833333,-2.0377805556,305736902,Rumex sanguineus,needs_id,1
281186466,47.875788,10.626002,281186466,Tilia platyphyllos,needs_id,1
286740848,60.3847503611,5.3266482222,286740848,Ulmus glabra,research,1
284800233,58.427866,11.265561,284800233,Ulmus glabra,needs_id,1
284776409,58.268607,11.499766,284776409,Ulmus glabra,needs_id,1
284756653,57.9295,11.61272,284756653,Ulmus glabra,needs_id,1
284749700,58.3826611111,12.3335222222,284749700,Ulmus glabra,needs_id,1
282586963,55.7054055556,13.1941972222,282586963,Ulmus glabra,needs_id,1
165545019,62.4732703889,6.1603031111,165545019,Ulmus glabra,research,1
304177046,49.4690138889,-2.4533527778,304177046,Yucca gloriosa,needs_id,1
251052916,40.4171684061,-3.7161657961,251052916,Yucca gloriosa,needs_id,1
269376046,38.4869783333,-9.00510555,269376046,Anogramma leptophylla,research,1
313629110,53.3382638889,-6.2607583333,313629110,Platanus orientalis,needs_id,1
304738545,42.5488805556,0.0740888889,304738545,Ramonda myconi,research,1
305467692,49.4575083333,-2.5351277778,305467692,Agapanthus praecox,needs_id,1
294536460,49.6432527778,-1.6240944444,294536460,Agapanthus praecox,needs_id,1
313404340,53.2267833333,-4.1286666667,313404340,Quercus petraea,needs_id,1
284749699,58.3826611111,12.3335222222,284749699,Ficaria verna,research,1
208535237,54.7006778279,9.9951988366,208535237,Ficaria verna,research,1
208534563,54.7002138477,9.9944346584,208534563,Ficaria verna,research,1
152713236,48.2989404206,11.9041954726,152713236,Ficaria verna,research,1
22551448,54.1784889,-4.44409964,22551448,Ficaria verna,research,1
243310976,53.1315019378,8.2500066675,243310976,Lamium galeobdolon,research,1
161696912,40.0600133333,8.7286616667,161696912,Umbilicus horizontalis,needs_id,1
160540250,51.6289164,10.40835,160540250,Stellaria nemorum,needs_id,1
306021869,42.5743555556,0.0175111111,306021869,Sedum dasyphyllum,research,1
221508486,43.7388758443,11.2370616943,221508486,Sedum dasyphyllum,research,1
142929610,42.572042,0.054106,142929610,Sedum dasyphyllum,research,1
304178005,49.4692027778,-2.4532194444,304178005,Agave attenuata,needs_id,1
188183211,43.5900650022,7.1238484381,188183211,Asparagus acutifolius,research,1
294551368,49.6317194444,-1.6168472222,294551368,Tracheophyta,needs_id,1
286481484,58.546819,11.268356,286481484,Tracheophyta,needs_id,1
198154970,58.1310660616,8.0079368502,198154970,Tracheophyta,needs_id,1
176324611,47.71285,11.159231,176324611,Tracheophyta,needs_id,1
324907889,43.3726222222,-1.8097388889,324907889,Potentilla indica,needs_id,1
284775451,57.977076,11.767859,284775451,Avenella,needs_id,1
221508588,43.7388852915,11.2371022627,221508588,Sedum palmeri,research,1
251575187,40.2112609304,-8.415184094,251575187,Graptopetalum paraguayense,needs_id,1
312844242,46.1549027778,-1.1523944444,312844242,Fraxinus ornus,needs_id,1
179327196,53.389467,7.9510249722,179327196,Sambucus nigra laciniata,research,1
308635672,48.0358888889,-4.5463944444,308635672,Polystichum setiferum,needs_id,1
295344934,49.6591527778,-1.7017083333,295344934,Polystichum setiferum,research,1
142930290,42.5191249472,0.0947127991,142930290,Sedum hirsutum,research,1
142235802,52.0163741292,-9.5344172974,142235802,Saxifraga spathularis,research,1
295345862,49.6608361111,-1.7000166667,295345862,Hypericum hircinum,research,1
223971922,43.8719558716,6.8201742172,223971922,Saxifraga cuneifolia,research,1
314990513,55.0156555556,-8.0011944444,314990513,Hymenophyllum wilsonii,research,1
314987610,55.0155722222,-8.0011583333,314987610,Hymenophyllum wilsonii,research,1
320798890,43.3221944444,-1.9814138889,320798890,Solanum chenopodioides,research,1
320623801,43.3698777778,-1.7789944444,320623801,Solanum chenopodioides,research,1
320616645,43.3604861111,-1.7756972222,320616645,Solanum chenopodioides,research,1
294535854,49.6431805556,-1.6239027778,294535854,Agapanthus campanulatus,needs_id,1
305961126,48.7329722222,-3.508825,305961126,Luzula sylvatica,needs_id,1
305958430,48.7304944444,-3.5264444444,305958430,Luzula sylvatica,needs_id,1
286758416,62.4497718611,6.1836948333,286758416,Luzula sylvatica,needs_id,1
286758414,62.449774,6.183581,286758414,Luzula sylvatica,needs_id,1
165332272,62.4445533611,6.1847271667,165332272,Luzula sylvatica,research,1
316806585,41.5554866728,-8.37743,316806585,Davallia canariensis,needs_id,1
324917866,43.3052833333,-1.7722472222,324917866,Polypodium cambricum,needs_id,1
324917657,43.3055111111,-1.7726277778,324917657,Polypodium cambricum,needs_id,1
324917312,43.3055222222,-1.7726444444,324917312,Polypodium cambricum,needs_id,1
324917310,43.3055444444,-1.7725972222,324917310,Polypodium cambricum,needs_id,1
324917092,43.3055805556,-1.7725,324917092,Polypodium cambricum,needs_id,1
324916888,43.3061361111,-1.7725583333,324916888,Polypodium cambricum,needs_id,1
324916582,43.3061138889,-1.7726083333,324916582,Polypodium cambricum,needs_id,1
324916169,43.3101694444,-1.7734527778,324916169,Polypodium cambricum,needs_id,1
324916166,43.3120194444,-1.7735055556,324916166,Polypodium cambricum,needs_id,1
324916163,43.3127638889,-1.7737194444,324916163,Polypodium cambricum,needs_id,1
324915575,43.3088777778,-1.7693694444,324915575,Polypodium cambricum,needs_id,1
324910907,43.3190888889,-1.7733222222,324910907,Polypodium cambricum,needs_id,1
324910428,43.3194638889,-1.7738166667,324910428,Polypodium cambricum,research,1
324908634,43.3379138889,-1.7829444444,324908634,Polypodium cambricum,needs_id,1
324908420,43.3727222222,-1.8098722222,324908420,Polypodium cambricum,needs_id,1
324840220,43.36795,-1.7949194444,324840220,Polypodium cambricum,needs_id,1
324840219,43.3680611111,-1.7950111111,324840219,Polypodium cambricum,needs_id,1
324840216,43.368,-1.7948611111,324840216,Polypodium cambricum,needs_id,1
324839949,43.3679916667,-1.7953722222,324839949,Polypodium cambricum,needs_id,1
320812323,43.3307722222,-1.767475,320812323,Polypodium cambricum,needs_id,1
320812187,43.3224472222,-1.7632805556,320812187,Polypodium cambricum,needs_id,1
320812035,43.3223694444,-1.7642805556,320812035,Polypodium cambricum,needs_id,1
320811902,43.3226444444,-1.7650361111,320811902,Polypodium cambricum,needs_id,1
320810727,43.3229440162,-1.7670172661,320810727,Polypodium cambricum,needs_id,1
320810419,43.3660944444,-1.7944944444,320810419,Polypodium cambricum,needs_id,1
320804052,43.3227805556,-1.9551277778,320804052,Polypodium cambricum,needs_id,1
320801993,43.3219805556,-1.952725,320801993,Polypodium cambricum,needs_id,1
320801148,43.3214305556,-1.9504194444,320801148,Polypodium cambricum,needs_id,1
320800073,43.32145,-1.9503722222,320800073,Polypodium cambricum,needs_id,1
320799813,43.3250888889,-1.9505638889,320799813,Polypodium cambricum,needs_id,1
320797410,43.3713388889,-1.7752055556,320797410,Polypodium cambricum,needs_id,1
320680709,43.3709138889,-1.7772944444,320680709,Polypodium cambricum,needs_id,1
320679287,43.3701277778,-1.7772194444,320679287,Polypodium cambricum,needs_id,1
320676316,43.3698972222,-1.7789694444,320676316,Polypodium cambricum,needs_id,1
320623782,43.3698694444,-1.7789277778,320623782,Polypodium cambricum,needs_id,1
320619698,43.3612743068,-1.7911882904,320619698,Polypodium cambricum,needs_id,1
320619695,43.3612526395,-1.7910642976,320619695,Polypodium cambricum,needs_id,1
320616057,43.3601944444,-1.7757361111,320616057,Polypodium cambricum,needs_id,1
320615337,43.3587777778,-1.7743361111,320615337,Polypodium cambricum,needs_id,1
320615072,43.3590222222,-1.7716027778,320615072,Polypodium cambricum,needs_id,1
320613761,43.3600055556,-1.7716555556,320613761,Polypodium cambricum,needs_id,1
320613623,43.3599611111,-1.7717194444,320613623,Polypodium cambricum,needs_id,1
320613480,43.3601333333,-1.772125,320613480,Polypodium cambricum,needs_id,1
320613362,43.3602972222,-1.7723055556,320613362,Polypodium cambricum,needs_id,1
320612317,43.3604361111,-1.7724388889,320612317,Polypodium cambricum,needs_id,1
320612252,43.3608055556,-1.7726805556,320612252,Polypodium cambricum,needs_id,1
320610810,43.3610388889,-1.7727944444,320610810,Polypodium cambricum,needs_id,1
320610572,43.3613277778,-1.77515,320610572,Polypodium cambricum,needs_id,1
320608636,43.3628888889,-1.7892972222,320608636,Polypodium cambricum,needs_id,1
320608489,43.3631777778,-1.7893111111,320608489,Polypodium cambricum,needs_id,1
320607682,43.363125,-1.7892722222,320607682,Polypodium cambricum,needs_id,1
320607411,43.3630638889,-1.7892,320607411,Polypodium cambricum,needs_id,1
320606911,43.3631555556,-1.7887472222,320606911,Polypodium cambricum,needs_id,1
320601867,43.3722722222,-1.7936055556,320601867,Polypodium cambricum,needs_id,1
320601781,43.3721722222,-1.7936138889,320601781,Polypodium cambricum,needs_id,1
320601603,43.3720027778,-1.7936805556,320601603,Polypodium cambricum,needs_id,1
320601386,43.3718049965,-1.7935746776,320601386,Polypodium cambricum,needs_id,1
320601168,43.3628083333,-1.7921138889,320601168,Polypodium cambricum,needs_id,1
320600929,43.3644361111,-1.7912222222,320600929,Polypodium cambricum,needs_id,1
316692137,43.5099361111,-1.5127861111,316692137,Polypodium cambricum,needs_id,1
316691864,43.5116638889,-1.5110555556,316691864,Polypodium cambricum,needs_id,1
316691003,43.5115055556,-1.5089305556,316691003,Polypodium cambricum,needs_id,1
315741970,45.5551805556,-1.093575,315741970,Polypodium cambricum,needs_id,1
315741235,45.5639694444,-1.0737472222,315741235,Polypodium cambricum,needs_id,1
315741036,45.5638972222,-1.0735333333,315741036,Polypodium cambricum,needs_id,1
315736308,45.9734138889,-1.2520972222,315736308,Polypodium cambricum,needs_id,1
315599716,45.9742805556,-1.2401305556,315599716,Polypodium cambricum,research,1
315599145,45.9734805556,-1.240725,315599145,Polypodium cambricum,research,1
315593551,45.9805,-1.2831722222,315593551,Polypodium cambricum,needs_id,1
312930272,46.4369444444,-1.6619138889,312930272,Polypodium cambricum,needs_id,1
312929784,46.5704416667,-1.8186944444,312929784,Polypodium cambricum,needs_id,1
312927701,46.5698166667,-1.8277722222,312927701,Polypodium cambricum,needs_id,1
312677662,47.0012472222,-2.2377277778,312677662,Polypodium cambricum,needs_id,1
311781901,39.5666283333,-8.7119916667,311781901,Polypodium cambricum,needs_id,1
305729864,49.1871694444,-2.1105166667,305729864,Polypodium cambricum,needs_id,1
304177688,49.4691555556,-2.4532527778,304177688,Polypodium cambricum,needs_id,1
295339739,49.6321972222,-1.6165361111,295339739,Polypodium cambricum,needs_id,1
295339735,49.6322444444,-1.6163472222,295339735,Polypodium cambricum,needs_id,1
295339730,49.6322333333,-1.6164055556,295339730,Polypodium cambricum,needs_id,1
295337009,49.6322972222,-1.6161305556,295337009,Polypodium cambricum,research,1
272729677,43.2466837,-5.7736484,272729677,Polypodium cambricum,needs_id,1
271472996,43.5362066,-5.6365511,271472996,Polypodium cambricum,needs_id,1
269756429,43.2917299,-5.9824981,269756429,Polypodium cambricum,research,1
269754645,43.2931999926,-5.9831746595,269754645,Polypodium cambricum,research,1
269754172,43.2929384,-5.9827809,269754172,Polypodium cambricum,needs_id,1
269752730,43.2935358865,-5.9824264169,269752730,Polypodium cambricum,research,1
263368797,43.5201382991,-5.618393804,263368797,Polypodium cambricum,research,1
263360400,43.5339721199,-5.6557069346,263360400,Polypodium cambricum,needs_id,1
261837125,43.3993619001,-4.6530172644,261837125,Polypodium cambricum,needs_id,1
261121550,43.5352571655,-5.6443933148,261121550,Polypodium cambricum,needs_id,1
261121429,43.5358567153,-5.6477684882,261121429,Polypodium cambricum,needs_id,1
261115216,43.5359189624,-5.6476022679,261115216,Polypodium cambricum,needs_id,1
261112070,38.69971601,-9.2032969,261112070,Polypodium cambricum,research,1
260971824,43.5318827071,-5.6607478112,260971824,Polypodium cambricum,needs_id,1
259425378,38.69975361,-9.20331884,259425378,Polypodium cambricum,needs_id,1
256164874,38.69984921,-9.20331459,256164874,Polypodium cambricum,research,1
252002150,36.5978306648,-5.2942829867,252002150,Polypodium cambricum,needs_id,1
251684893,40.2100101273,-8.4200390276,251684893,Polypodium cambricum,research,1
189203597,42.8765015997,-8.5494032997,189203597,Polypodium cambricum,needs_id,1
305712156,49.4545611111,-2.5365138889,305712156,Euryops pectinatus,needs_id,1
315737658,45.6199916667,-1.0350222222,315737658,Sonchus bulbosus,needs_id,1
305732885,49.2236638889,-2.0236361111,305732885,Sonchus bulbosus,needs_id,1
183477455,45.8920563174,-1.3477123099,183477455,Vertebrata,casual,1
312677665,47.0012555556,-2.2377333333,312677665,Jacobaea maritima,research,1
21772266,35.8952033253,14.5077737099,21772266,Antirrhinum siculum,research,1
315740809,45.6239861111,-1.025975,315740809,Cichorieae,needs_id,1
284775458,58.247382,11.453763,284775458,Cichorieae,needs_id,1
242214400,53.1608562065,8.237224216,242214400,Cichorieae,needs_id,1
312842215,46.4975555556,-1.7833,312842215,Asplenium obovatum,needs_id,1
316691502,43.5117833333,-1.5101638889,316691502,Dryopteris dilatata,research,1
313534684,51.3844444444,-1.681,313534684,Dryopteris dilatata,needs_id,1
295346941,49.6560805556,-1.7333166667,295346941,Dryopteris dilatata,needs_id,1
284751927,51.5598555556,6.352925,284751927,Dryopteris dilatata,needs_id,1
282671412,57.3143388889,11.0479055556,282671412,Dryopteris dilatata,needs_id,1
177866997,47.461567,11.1270039722,177866997,Dryopteris dilatata,needs_id,1
173192211,53.2983044444,9.8489209637,173192211,Dryopteris dilatata,research,1
305731480,49.1883722222,-2.16955,305731480,Epilobium lanceolatum,needs_id,1
305724614,49.4347916667,-2.5418083333,305724614,Epilobium lanceolatum,needs_id,1
314823044,55.0486472222,-7.9452277778,314823044,Gaultheria mucronata,needs_id,1
305467095,49.4562388889,-2.5350555556,305467095,Erigeron floribundus,needs_id,1
295345854,49.6608805556,-1.7000027778,295345854,Erigeron floribundus,needs_id,1
295342276,49.6616888889,-1.6975138889,295342276,Erigeron floribundus,needs_id,1
305268941,49.4700888889,-2.4521638889,305268941,Clematicissus opaca,needs_id,1
315736823,45.6197888889,-1.035375,315736823,Arenaria leptoclados,needs_id,1
306297663,42.5829706997,-0.0103468,306297663,Moehringia trinervia,needs_id,1
145104329,50.7370767798,-1.3528588628,145104329,Acacia pravissima,needs_id,1
303924778,49.7206777778,-2.1762777778,303924778,Hieracium lepidulum,needs_id,1
320609114,43.3585305556,-1.7799694444,320609114,Elaeagnus reflexa,needs_id,1
295342747,49.6604861111,-1.6999361111,295342747,Festuca glauca,needs_id,1
286493907,58.909263,11.002204,286493907,Carex digitata,needs_id,1
324839709,43.3672611111,-1.7948388889,324839709,Cichorioideae,needs_id,1
303101745,38.0973771751,-0.9389290586,303101745,Withania frutescens,needs_id,1
265218129,38.095228613,-0.9420055524,265218129,Withania frutescens,needs_id,1
305733737,49.2146694444,-2.0358194444,305733737,Elymus athericus,needs_id,1
304177042,49.4690111111,-2.4533611111,304177042,Euphorbia mellifera,needs_id,1
306772459,42.6467916667,-0.0460777778,306772459,Galium rotundifolium,needs_id,1
214754723,53.5375666667,7.9682277778,214754723,Galium rotundifolium,needs_id,1
320603690,43.3781583333,-1.7960777778,320603690,Malva multiflora,needs_id,1
284782928,58.274415,11.441826,284782928,Pentanema,needs_id,1
320610569,43.3613361111,-1.7751194444,320610569,Pooideae,needs_id,1
305970711,48.7362166667,-3.4841,305970711,Pooideae,needs_id,1
304171142,49.4362805556,-2.3571055556,304171142,Pooideae,needs_id,1
304171140,49.4362111111,-2.3571138889,304171140,Pooideae,needs_id,1
295344922,49.6592027778,-1.7017805556,295344922,Pooideae,needs_id,1
287007420,51.1300055556,2.7929333333,287007420,Pooideae,needs_id,1
284800669,58.380143,11.259403,284800669,Pooideae,needs_id,1
284749111,51.1386611111,2.7729472222,284749111,Pooideae,needs_id,1
282011723,52.14175,4.3412777778,282011723,Pooideae,needs_id,1
282007058,52.1597027778,4.353875,282007058,Pooideae,needs_id,1
173498801,38.2659467399,-0.6934298202,173498801,Kalanchoe × houghtonii,research,1
136451493,41.075133,1.132926,136451493,Kalanchoe × houghtonii,research,1
305725257,49.4351305556,-2.5468083333,305725257,Poeae,needs_id,1
303927795,49.7197138889,-2.1774388889,303927795,Poeae,needs_id,1
287008062,51.1321666667,2.7713527778,287008062,Poeae,needs_id,1
286483135,58.749315,11.195109,286483135,Poeae,needs_id,1
282675098,58.4593611111,13.68135,282675098,Poeae,needs_id,1
310991354,51.8307555556,10.4561138889,310991354,Chamaenerion angustifolium,casual,1
324841072,43.371525,-1.7852944444,324841072,Oenothera lindheimeri,research,1
214651475,36.2281761601,-5.5894070972,214651475,Umbilicus gaditanus,needs_id,1
37008104,36.1979321204,-6.009349823,37008104,Umbilicus gaditanus,needs_id,1
304167828,49.4373722222,-2.3609083333,304167828,Hieraciinae,needs_id,1
303925284,49.7206722222,-2.1763222222,303925284,Hieraciinae,needs_id,1
282013193,52.1565361111,4.5226583333,282013193,Fabeae,needs_id,1
98419257,41.4148966667,2.1542778333,98419257,Solanoideae,needs_id,1
306779465,42.635075,-0.0137027778,306779465,Hepatica nobilis,research,1
306776540,42.6426138889,-0.0403805556,306776540,Hepatica nobilis,research,1
306775915,42.6452444444,-0.0444527778,306775915,Hepatica nobilis,research,1
286484633,50.873225,3.603438,286484633,Veronica sublobata,research,1
281186164,47.8754805556,10.6259888889,281186164,Veronica sublobata,needs_id,1
280282069,47.7744944444,10.6057944444,280282069,Veronica sublobata,needs_id,1
268533523,53.1399325216,8.2083329598,268533523,Veronica sublobata,needs_id,1
239577771,53.1513312,8.1681036,239577771,Veronica sublobata,research,1
158187213,53.1839409722,8.2649639722,158187213,Veronica sublobata,research,1
117160484,50.1442963682,8.714317049,117160484,Veronica sublobata,research,1
284756003,57.83873,11.73969,284756003,Lysimachia europaea,research,1
286739701,60.3855476111,5.3231568333,286739701,Maleae,needs_id,1
260007776,51.3605388889,-0.2468361111,260007776,Petrosedum,needs_id,1
324731763,50.760719,8.845628,324731763,Sambucus nigra,research,1
320617025,43.3604777778,-1.7756305556,320617025,Sambucus nigra,needs_id,1
317191843,53.9854611111,-8.2308888889,317191843,Sambucus nigra,research,1
316550985,53.9924638889,-8.0677833333,316550985,Sambucus nigra,needs_id,1
314537186,55.1494611111,-6.8776194444,314537186,Sambucus nigra,research,1
312252740,51.133025,-1.8211305556,312252740,Sambucus nigra,needs_id,1
312228766,51.0743611111,-1.7979638889,312228766,Sambucus nigra,research,1
311062660,51.8008833333,10.3317972222,311062660,Sambucus nigra,research,1
311003371,51.7957416667,10.3359,311003371,Sambucus nigra,research,1
310509365,51.9584888889,7.616275,310509365,Sambucus nigra,research,1
308135642,48.2742613741,-4.5994910584,308135642,Sambucus nigra,needs_id,1
305830486,48.6122444444,-1.5095583333,305830486,Sambucus nigra,needs_id,1
305826569,48.6352916667,-1.5111194444,305826569,Sambucus nigra,needs_id,1
305725113,49.4351305556,-2.5442638889,305725113,Sambucus nigra,needs_id,1
299607654,53.1320111111,8.1109138889,299607654,Sambucus nigra,needs_id,1
295348522,49.6798027778,-1.7695555556,295348522,Sambucus nigra,needs_id,1
294538886,49.6318388889,-1.6162861111,294538886,Sambucus nigra,needs_id,1
294537034,49.6644527778,-1.6989111111,294537034,Sambucus nigra,needs_id,1
292020978,49.4069972222,0.1936166667,292020978,Sambucus nigra,needs_id,1
292018113,49.3128194444,-0.0285388889,292018113,Sambucus nigra,needs_id,1
292014389,49.4233055556,0.2339277778,292014389,Sambucus nigra,needs_id,1
291761825,50.1891611111,1.6306472222,291761825,Sambucus nigra,needs_id,1
289216591,50.7245222222,1.6162416667,289216591,Sambucus nigra,needs_id,1
286486846,50.87275,3.603347,286486846,Sambucus nigra,needs_id,1
286485612,50.873049,3.603425,286485612,Sambucus nigra,needs_id,1
286484631,50.873225,3.603438,286484631,Sambucus nigra,needs_id,1
284754249,51.562078,6.346809,284754249,Sambucus nigra,research,1
282668196,55.9512222222,10.5493583333,282668196,Sambucus nigra,needs_id,1
282588148,55.9803166667,12.3383166667,282588148,Sambucus nigra,research,1
282587985,56.0175972222,12.3670666667,282587985,Sambucus nigra,research,1
282587982,56.0462722222,12.3766777778,282587982,Sambucus nigra,needs_id,1
282583892,53.8453,14.6112194444,282583892,Sambucus nigra,research,1
282583891,53.843925,14.6172388889,282583891,Sambucus nigra,research,1
282583890,53.8439222222,14.6175027778,282583890,Sambucus nigra,research,1
282583885,53.8436555556,14.6176083333,282583885,Sambucus nigra,research,1
282022321,51.6780472222,4.3954027778,282022321,Sambucus nigra,needs_id,1
282022320,51.6780694444,4.3952333333,282022320,Sambucus nigra,needs_id,1
282022314,51.6780666667,4.3952055556,282022314,Sambucus nigra,needs_id,1
282022312,51.6763333333,4.3952444444,282022312,Sambucus nigra,needs_id,1
282022307,51.6763638889,4.3952555556,282022307,Sambucus nigra,needs_id,1
282022305,51.6763694444,4.3952444444,282022305,Sambucus nigra,needs_id,1
282022300,51.6763722222,4.3952416667,282022300,Sambucus nigra,needs_id,1
282020382,51.5873444444,3.6148416667,282020382,Sambucus nigra,needs_id,1
282011728,52.13945,4.3354222222,282011728,Sambucus nigra,needs_id,1
282011722,52.155575,4.3565666667,282011722,Sambucus nigra,needs_id,1
282005649,51.6891055556,4.2138777778,282005649,Sambucus nigra,needs_id,1
282005648,51.6890444444,4.2138805556,282005648,Sambucus nigra,needs_id,1
279711906,47.7744833333,10.6057333333,279711906,Sambucus nigra,research,1
279700183,47.8754861111,10.6259083333,279700183,Sambucus nigra,needs_id,1
277374436,53.184425,8.17175,277374436,Sambucus nigra,needs_id,1
274706392,54.5065388889,9.1864555556,274706392,Sambucus nigra,research,1
269265734,50.537434,8.623957,269265734,Sambucus nigra,research,1
267598347,51.5698816667,-0.058395,267598347,Sambucus nigra,research,1
246158518,51.1233130997,11.7172119,246158518,Sambucus nigra,needs_id,1
246156034,51.1324387,11.7210617997,246156034,Sambucus nigra,needs_id,1
243754875,53.1799045553,8.2355139772,243754875,Sambucus nigra,research,1
243751987,53.1554750143,8.1990459027,243751987,Sambucus nigra,research,1
243488482,53.1191501841,8.200975415,243488482,Sambucus nigra,research,1
243373731,53.0910624451,8.2485263261,243373731,Sambucus nigra,needs_id,1
243313603,53.1314852661,8.2499980485,243313603,Sambucus nigra,needs_id,1
242233383,53.1534193806,8.2323868286,242233383,Sambucus nigra,research,1
242232181,53.1569332279,8.2291412711,242232181,Sambucus nigra,research,1
242202201,53.1609408139,8.2364903496,242202201,Sambucus nigra,research,1
241236838,53.1709883976,8.2420756352,241236838,Sambucus nigra,research,1
239918313,53.1898805262,8.2136888745,239918313,Sambucus nigra,research,1
228209509,53.0614413997,8.8608045,228209509,Sambucus nigra,needs_id,1
225279286,53.1393929997,8.1968302,225279286,Sambucus nigra,research,1
225277313,53.1393212997,8.1970419,225277313,Sambucus nigra,research,1
224357747,53.142714805,8.1599433348,224357747,Sambucus nigra,needs_id,1
222201881,52.9295108,8.3829913,222201881,Sambucus nigra,needs_id,1
220271533,53.1464194444,8.1560388889,220271533,Sambucus nigra,needs_id,1
219757336,53.3802472222,7.8841472222,219757336,Sambucus nigra,research,1
219755545,53.3849416667,7.8990527778,219755545,Sambucus nigra,research,1
219755327,53.380125,7.8825833333,219755327,Sambucus nigra,research,1
218408988,53.2013586061,7.9863352474,218408988,Sambucus nigra,research,1
217040396,53.199425,8.4695527778,217040396,Sambucus nigra,research,1
217038019,53.1893416667,8.4289083333,217038019,Sambucus nigra,needs_id,1
217011820,53.1966166667,8.5006111111,217011820,Sambucus nigra,research,1
215477623,51.8364793,10.7943502997,215477623,Sambucus nigra,research,1
215468213,51.7746512,10.8060728,215468213,Sambucus nigra,research,1
214593093,53.5375666667,7.9682277778,214593093,Sambucus nigra,needs_id,1
214399699,53.138275,8.173575,214399699,Sambucus nigra,research,1
212617692,53.1275194444,8.134525,212617692,Sambucus nigra,research,1
210796798,53.1851472222,8.1509944444,210796798,Sambucus nigra,needs_id,1
208781618,50.620228,8.34262,208781618,Sambucus nigra,research,1
208534975,54.7004575096,9.9949387461,208534975,Sambucus nigra,research,1
207538855,53.151205019,8.1601046499,207538855,Sambucus nigra,research,1
204926795,51.794242,10.336205,204926795,Sambucus nigra,research,1
204146230,51.8042305556,10.3365777778,204146230,Sambucus nigra,research,1
204012002,51.7904285607,10.3355113147,204012002,Sambucus nigra,needs_id,1
204011606,51.7847027778,10.3333972222,204011606,Sambucus nigra,needs_id,1
204009066,51.794242,10.336205,204009066,Sambucus nigra,research,1
204008782,51.794226,10.336747,204008782,Sambucus nigra,research,1
204006582,51.806372,10.334397,204006582,Sambucus nigra,needs_id,1
203904305,53.7097421746,7.229031594,203904305,Sambucus nigra,research,1
193468354,51.1872051102,10.0597717097,193468354,Sambucus nigra,research,1
183963226,47.231898,0.116375,183963226,Sambucus nigra,research,1
183959316,47.2341219722,0.1617189722,183959316,Sambucus nigra,research,1
182356735,46.315134,-0.6087839722,182356735,Sambucus nigra,research,1
182313764,46.3077609722,-0.6027259722,182313764,Sambucus nigra,research,1
179666085,53.1479224799,8.1966237181,179666085,Sambucus nigra,needs_id,1
178185041,53.170020825,8.0603049695,178185041,Sambucus nigra,research,1
177970301,47.465233,11.130824,177970301,Sambucus nigra,research,1
177966495,47.46268,11.128206,177966495,Sambucus nigra,research,1
177217481,47.485202,11.112994,177217481,Sambucus nigra,research,1
176746858,49.7977813988,9.9430269375,176746858,Sambucus nigra,research,1
176573508,48.130592,11.583417,176573508,Sambucus nigra,research,1
