TreeID,id,EpiID,site,DBH_num,EpiCount_noNA,taxon_id,TreeCat,NumberTrees,siteLat,siteLon,setting,dominanttree1,dominanttree2,dominanttree3,dominanttree4,dominanttree5,dominanttree6,V17,undergrowth,n_epis_per_site,n_sp_per_site,n_epis_per_site_cat,n_sp_per_site_cat,Name,area_ha,taxon.name,n_obs,sum_individuals,user_login,quality_grade,observed_on,description,captive,uri,latitude,longitude,location,taxon.common,user_observations_count,user_activity_count,user_species_count,taxon.endemic,taxon.rank,taxon.introduced,taxon.native,taxon.observations_count,TreeSp,GrowingSite,Moss,EpiCount,EpiSize,DBH,EpiHeight,Setting,field:NA,TreeHeight,ObsGroup,field:host plant id,field:plant life stage,field:invasive?,field:associated observation,field:plant phenology->most common flowering/fruiting reproductive stage,field:name of associated plant,field:epiphytic on,field:hábitat,field:associated taxa,field:habitat (s afr),field:host plant,field:host,field:epiphyte host,field:height off ground,field:height (m),field:interaction->epiphyte host,field:madagascar vegetation type,field:leaf [plant identification],field:flowering phenology,field:origin [iucn red list],field:plant growth form [iucn red list],field:recolecta_plantas,field:recolecta_semillas,field:cantidad de esquejes,field:plantas_madres_esquejes,field:recolecta de muestras de herbario,field:habitat,field:is this observation for...,field:placeholder backup,field:built environment type,field:attached to: (interaction),field:related observations,field:similar observation set,field:estimated height,field:altitude/depth in m: (s afr),field:elevation (m),field:aberrant type,field:tree,field:other organism,"field:how big were the pups? in relation to the adult (0.25, 0.50, 0.75)?",field:specifics of the site,field:cultivated,field:camera,field:epífitos,field:bio 2 lab section number spring 2023,field:host observation,field:gahnia grove,field:interaction (commensalism),field:tipo de maleza,field:substrate_detail2,field:epiphyte %,field:epiphytes,field:id reference,field:abundance category,field:associated species with names lookup,field:interaction type,field:bio 2 lab section number su21,field:tipo de ecosistema (méxico),field:associated species,field:naturemapr url,field:natusfera url,field:certainty,field:cultivated or wild-grown?,field:count,field:plant flowering,field:plant fruiting,field:estimate the height of the plant (in m),field:feeding on,field:animal behavior,field:is it wild?,field:zonebc,field:about the site,field:sp 2020 lab section numbers,field:linked observation,field:invasive,field:zoneea,field:renh2019 trial,field:zoneeb,field:kc tradescantia,field:depth of tradescantia before intervention,field:zonedb,field:zonecb,field:kc native seedlings and sporelings,field:kcrenh19 survey,field:zoneda,field:lab section numbers,field:gender,field:submitted by questagame player,field:questagame sighting no.,field:zonefb,field:california native,field:substrate/soil type,field:plant description,field:local habitat description,field:id source,field:endemic to new zealand,field:native ferns of kaipatiki,field:fitofisionomias do bioma caatinga,field:name(s) of other observers present,field:observado url,field:zoneca,field:native trees of kaipatiki,field:host species with names lookup,field:ispot reference (2014-2017),field:ispot certainty,field:ispot id,field:associated with: (interaction),field:physical habitat/substrate,field:ecological interaction,field:observer expertise,field:fiddleheads,field:developmental stage,TreeHeight_num,photo_gallery,photo_urls_concat,EpiCount_num,EpiHeight_chr,EpiSize_chr,EpiHeight_num,EpiSize_num,obs_date,family_id,family_name,class_id,class_name,genus_id,genus_name
S24T04,303923467,S24T04_E01,S24,0.5,2,52680,30 - 60,43,49.2235024,-2.0409439,Rural,Fagus,Quercus,"","","","","","Hedera,Ilex,Polypodiales",25,6,11,6,Site24_Jersey,0.364481592354,Polypodium,171,1319,marie-ho,needs_id,2025/07/27 2:49 PM,"",FALSE,https://www.inaturalist.org/observations/303923467,49.2232861111,-2.0405222222,"49.2232861111,-2.0405222222",polypody ferns,3337,3541,943,FALSE,genus,FALSE,FALSE,121721,Quercus robur,branch,yes,2,0.2,0.5,10,Rural,,15,S24T04,,"","","","",,"","",,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",15,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/547838664/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/547838653/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/547838672/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/547838682/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/547838698/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/547838664/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/547838653/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/547838672/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/547838682/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/547838698/square.jpg,2,10,0.2,10,0.2,2025-07-27,52679,Polypodiaceae,121943,Polypodiopsida,52680,Polypodium
S24T05,303923468,S24T05_E01,S24,0.2,2,127079,10 - 30,68,49.2235024,-2.0409439,Rural,Fagus,Quercus,"","","","","","Hedera,Ilex,Polypodiales",25,6,13,3,Site24_Jersey,0.364481592354,Polypodium vulgare,220,1403,marie-ho,needs_id,2025/07/27 2:55 PM,"",FALSE,https://www.inaturalist.org/observations/303923468,49.2235527778,-2.0406972222,"49.2235527778,-2.0406972222",common polypody,3337,3541,943,FALSE,species,FALSE,TRUE,21442,Quercus robur,trunk,yes,2,0.2,0.2,1-5,Rural,,8,S24T05,,"","","","",,"","",,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",8,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/547839264/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/547839305/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/547839278/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/547839287/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/547839293/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/547839264/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/547839305/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/547839278/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/547839287/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/547839293/square.jpg,2,1-5,0.2,1,0.2,2025-07-27,52679,Polypodiaceae,121943,Polypodiopsida,52680,Polypodium
S24T05,303923468,S24T05_E02,S24,0.2,2,127079,10 - 30,68,49.2235024,-2.0409439,Rural,Fagus,Quercus,"","","","","","Hedera,Ilex,Polypodiales",25,6,13,3,Site24_Jersey,0.364481592354,Polypodium vulgare,220,1403,marie-ho,needs_id,2025/07/27 2:55 PM,"",FALSE,https://www.inaturalist.org/observations/303923468,49.2235527778,-2.0406972222,"49.2235527778,-2.0406972222",common polypody,3337,3541,943,FALSE,species,FALSE,TRUE,21442,Quercus robur,trunk,yes,2,0.2,0.2,1-5,Rural,,8,S24T05,,"","","","",,"","",,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",8,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/547839264/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/547839305/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/547839278/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/547839287/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/547839293/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/547839264/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/547839305/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/547839278/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/547839287/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/547839293/square.jpg,2,1-5,0.2,1,0.2,2025-07-27,52679,Polypodiaceae,121943,Polypodiopsida,52680,Polypodium
S24T06,303923473,S24T06_E01,S24,0.6,1,52680,60 - 90,4,49.2235024,-2.0409439,Rural,Fagus,Quercus,"","","","","","Hedera,Ilex,Polypodiales",25,6,1,1,Site24_Jersey,0.364481592354,Polypodium,171,1319,marie-ho,needs_id,2025/07/27 2:57 PM,you're gonna have to blindly trust me on this one...there was a fern up there,FALSE,https://www.inaturalist.org/observations/303923473,49.2232861111,-2.0404,"49.2232861111,-2.0404",polypody ferns,3337,3541,943,FALSE,genus,FALSE,FALSE,121721,Quercus robur,branch,yes,1,0.2,0.6,10,Rural,,12,S24T06,,"","","","",,"","",,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",12,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/547839867/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/547839942/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/547839968/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/547839867/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/547839942/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/547839968/square.jpg,1,10,0.2,10,0.2,2025-07-27,52679,Polypodiaceae,121943,Polypodiopsida,52680,Polypodium
S24T07,303923476,S24T07_E01,S24,0.25,4,52680,10 - 30,68,49.2235024,-2.0409439,Rural,Fagus,Quercus,"","","","","","Hedera,Ilex,Polypodiales",25,6,13,3,Site24_Jersey,0.364481592354,Polypodium,171,1319,marie-ho,needs_id,2025/07/27 2:57 PM,"",FALSE,https://www.inaturalist.org/observations/303923476,49.2232777778,-2.0403444444,"49.2232777778,-2.0403444444",polypody ferns,3337,3541,943,FALSE,genus,FALSE,FALSE,121721,Quercus robur,trunk,yes,4,0.2,0.25,5-7,Rural,,10,S24T07,,"","","","",,"","",,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",10,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/547840732/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/547840833/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/547840922/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/547840954/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/547840732/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/547840833/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/547840922/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/547840954/square.jpg,4,5-7,0.2,5,0.2,2025-07-27,52679,Polypodiaceae,121943,Polypodiopsida,52680,Polypodium
S24T07,303923476,S24T07_E02,S24,0.25,4,52680,10 - 30,68,49.2235024,-2.0409439,Rural,Fagus,Quercus,"","","","","","Hedera,Ilex,Polypodiales",25,6,13,3,Site24_Jersey,0.364481592354,Polypodium,171,1319,marie-ho,needs_id,2025/07/27 2:57 PM,"",FALSE,https://www.inaturalist.org/observations/303923476,49.2232777778,-2.0403444444,"49.2232777778,-2.0403444444",polypody ferns,3337,3541,943,FALSE,genus,FALSE,FALSE,121721,Quercus robur,trunk,yes,4,0.2,0.25,5-7,Rural,,10,S24T07,,"","","","",,"","",,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",10,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/547840732/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/547840833/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/547840922/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/547840954/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/547840732/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/547840833/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/547840922/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/547840954/square.jpg,4,5-7,0.2,5,0.2,2025-07-27,52679,Polypodiaceae,121943,Polypodiopsida,52680,Polypodium
S24T07,303923476,S24T07_E03,S24,0.25,4,52680,10 - 30,68,49.2235024,-2.0409439,Rural,Fagus,Quercus,"","","","","","Hedera,Ilex,Polypodiales",25,6,13,3,Site24_Jersey,0.364481592354,Polypodium,171,1319,marie-ho,needs_id,2025/07/27 2:57 PM,"",FALSE,https://www.inaturalist.org/observations/303923476,49.2232777778,-2.0403444444,"49.2232777778,-2.0403444444",polypody ferns,3337,3541,943,FALSE,genus,FALSE,FALSE,121721,Quercus robur,trunk,yes,4,0.2,0.25,5-7,Rural,,10,S24T07,,"","","","",,"","",,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",10,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/547840732/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/547840833/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/547840922/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/547840954/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/547840732/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/547840833/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/547840922/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/547840954/square.jpg,4,5-7,0.2,5,0.2,2025-07-27,52679,Polypodiaceae,121943,Polypodiopsida,52680,Polypodium
S24T07,303923476,S24T07_E04,S24,0.25,4,52680,10 - 30,68,49.2235024,-2.0409439,Rural,Fagus,Quercus,"","","","","","Hedera,Ilex,Polypodiales",25,6,13,3,Site24_Jersey,0.364481592354,Polypodium,171,1319,marie-ho,needs_id,2025/07/27 2:57 PM,"",FALSE,https://www.inaturalist.org/observations/303923476,49.2232777778,-2.0403444444,"49.2232777778,-2.0403444444",polypody ferns,3337,3541,943,FALSE,genus,FALSE,FALSE,121721,Quercus robur,trunk,yes,4,0.2,0.25,5-7,Rural,,10,S24T07,,"","","","",,"","",,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",10,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/547840732/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/547840833/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/547840922/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/547840954/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/547840732/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/547840833/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/547840922/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/547840954/square.jpg,4,5-7,0.2,5,0.2,2025-07-27,52679,Polypodiaceae,121943,Polypodiopsida,52680,Polypodium
S28T01,308631668,S28T01_E01,S28,0.26,1,52680,10 - 30,61,48.0353798,-4.5461875,Rural,Castanea,Quercus,Fagus,Ilex,Picea,"","","",4,2,2,2,Site28_Audierne,0.278096606951,Polypodium,171,1319,marie-ho,needs_id,2025/08/22 1:02 PM,epiphytic in Castanea. drought-stressed,FALSE,https://www.inaturalist.org/observations/308631668,48.035275,-4.5459638889,"48.035275,-4.5459638889",polypody ferns,3337,3541,943,FALSE,genus,FALSE,FALSE,121721,Castanea sativa,trunk,yes,1,0.2,0.26,4,Rural,,20,S28T01,,"","","","",,"","",,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",20,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/556830889/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/556830887/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/556831037/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/556830879/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/556830889/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/556830887/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/556831037/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/556830879/square.jpg,1,4,0.2,4,0.2,2025-08-22,52679,Polypodiaceae,121943,Polypodiopsida,52680,Polypodium
S28T02,308631669,S28T02_E01,S28,0.23,1,53856,10 - 30,61,48.0353798,-4.5461875,Rural,Castanea,Quercus,Fagus,Ilex,Picea,"","","",4,2,2,2,Site28_Audierne,0.278096606951,Ilex aquifolium,49,56,marie-ho,research,2025/08/22 1:05 PM,epiphytic,FALSE,https://www.inaturalist.org/observations/308631669,48.0354777778,-4.5459472222,"48.0354777778,-4.5459472222",European holly,3337,3541,943,FALSE,species,FALSE,TRUE,67648,Castanea sativa,stem base-roots,yes,1,0.15,0.23,0.1,Rural,,20,S28T02,,"","","","",,"","",,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",20,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/556831396/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/556831414/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/556831434/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/556831389/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/556831396/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/556831414/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/556831434/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/556831389/square.jpg,1,0.1,0.15,0.1,0.15,2025-08-22,53855,Aquifoliaceae,47124,Magnoliopsida,53854,Ilex
S28T03,308631670,S28T03_E01,S28,0.53,2,52680,30 - 60,30,48.0353798,-4.5461875,Rural,Castanea,Quercus,Fagus,Ilex,Picea,"","","",4,2,2,1,Site28_Audierne,0.278096606951,Polypodium,171,1319,marie-ho,needs_id,2025/08/22 1:09 PM,epiphytic in Fagus. drought-stressed,FALSE,https://www.inaturalist.org/observations/308631670,48.0356444444,-4.5458444444,"48.0356444444,-4.5458444444",polypody ferns,3337,3541,943,FALSE,genus,FALSE,FALSE,121721,Fagus sylvatica,tree fork,yes,2,0.3,0.53,3-4,Rural,,20,S28T03,,"","","","",,"","",,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",20,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/556831704/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/556831700/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/556831718/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/556831728/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/556831704/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/556831700/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/556831718/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/556831728/square.jpg,2,3-4,0.3,3,0.3,2025-08-22,52679,Polypodiaceae,121943,Polypodiopsida,52680,Polypodium
S28T03,308631670,S28T03_E02,S28,0.53,2,52680,30 - 60,30,48.0353798,-4.5461875,Rural,Castanea,Quercus,Fagus,Ilex,Picea,"","","",4,2,2,1,Site28_Audierne,0.278096606951,Polypodium,171,1319,marie-ho,needs_id,2025/08/22 1:09 PM,epiphytic in Fagus. drought-stressed,FALSE,https://www.inaturalist.org/observations/308631670,48.0356444444,-4.5458444444,"48.0356444444,-4.5458444444",polypody ferns,3337,3541,943,FALSE,genus,FALSE,FALSE,121721,Fagus sylvatica,tree fork,yes,2,0.3,0.53,3-4,Rural,,20,S28T03,,"","","","",,"","",,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",20,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/556831704/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/556831700/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/556831718/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/556831728/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/556831704/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/556831700/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/556831718/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/556831728/square.jpg,2,3-4,0.3,3,0.3,2025-08-22,52679,Polypodiaceae,121943,Polypodiopsida,52680,Polypodium
S29T01,308632620,S29T01_E01,S29,0.32,2,52680,30 - 60,47,47.8927817,-3.9467547,Rural,Pinus,Fagus,Quercus,Ilex,Picea,"","","",10,1,10,1,Site29_Concarneau,0.392342609679,Polypodium,171,1319,marie-ho,needs_id,2025/08/23 6:09 PM,epiphytic in Fagus; drought-stressed,FALSE,https://www.inaturalist.org/observations/308632620,47.8926888889,-3.9463277778,"47.8926888889,-3.9463277778",polypody ferns,3337,3541,943,FALSE,genus,FALSE,FALSE,121721,Fagus sylvatica,trunk,yes,2,0.2,0.32,3-4,Rural,,18,S29T01,,"","","","",,"","",,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",18,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/556834117/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/556834119/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/556834145/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/556834143/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/556834150/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/556834117/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/556834119/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/556834145/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/556834143/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/556834150/square.jpg,2,3-4,0.2,3,0.2,2025-08-23,52679,Polypodiaceae,121943,Polypodiopsida,52680,Polypodium
S29T01,308632620,S29T01_E02,S29,0.32,2,52680,30 - 60,47,47.8927817,-3.9467547,Rural,Pinus,Fagus,Quercus,Ilex,Picea,"","","",10,1,10,1,Site29_Concarneau,0.392342609679,Polypodium,171,1319,marie-ho,needs_id,2025/08/23 6:09 PM,epiphytic in Fagus; drought-stressed,FALSE,https://www.inaturalist.org/observations/308632620,47.8926888889,-3.9463277778,"47.8926888889,-3.9463277778",polypody ferns,3337,3541,943,FALSE,genus,FALSE,FALSE,121721,Fagus sylvatica,trunk,yes,2,0.2,0.32,3-4,Rural,,18,S29T01,,"","","","",,"","",,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",18,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/556834117/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/556834119/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/556834145/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/556834143/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/556834150/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/556834117/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/556834119/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/556834145/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/556834143/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/556834150/square.jpg,2,3-4,0.2,3,0.2,2025-08-23,52679,Polypodiaceae,121943,Polypodiopsida,52680,Polypodium
